Customer,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
OF49789,57161,127,20,92,0,1
YX54093,0,65,11,69,0,1
TD19026,90083,71,23,47,0,1
XT67997,57693,76,16,56,0,3
WP65749,0,69,16,42,0,2
YT91759,44368,80,5,72,0,3
YH20696,68727,72,15,49,0,2
NS14955,40564,97,0,36,0,2
UH79028,51066,74,23,0,0,8
JM89095,0,92,30,81,0,2
NK26146,90551,61,28,4,4,2
HE99696,0,67,16,45,0,5
HH15953,21353,80,28,21,0,1
ZO30377,0,102,25,48,0,1
VZ23007,55350,67,0,13,0,9
DF74270,80321,105,25,1,0,2
SE47384,94230,137,21,82,0,1
CS84396,53305,63,32,73,0,4
OQ20827,55593,182,10,48,1,9
VU47281,0,165,27,38,0,1
BN62219,0,94,12,3,0,2
TP39671,0,87,3,43,0,1
HX33134,22158,74,8,92,0,1
UR49989,81605,67,7,74,0,1
VU48786,62219,69,7,73,0,4
QM46642,15587,71,11,48,0,1
TG60853,0,84,18,25,1,4
CV40610,0,116,7,57,0,2
HI98447,28505,88,0,93,0,2
QD86271,25918,104,7,30,0,2
ZD75163,0,261,33,44,0,1
LB98130,34137,62,6,9,0,2
VZ16820,21839,137,2,70,0,8
YE24562,20978,98,19,96,1,1
IH78357,83392,71,30,80,0,3
TH96263,73661,128,34,47,0,3
DC31768,49793,121,3,55,0,1
YO81676,0,65,3,71,0,1
MQ79612,91890,107,30,28,0,7
ZZ77357,0,65,16,61,0,9
OE88763,11885,101,18,39,0,2
XP39695,43000,109,27,9,0,2
QC28119,90043,63,12,21,0,2
AZ29426,0,72,34,46,0,2
RI46607,48567,130,12,15,0,1
OJ63606,27510,159,5,28,3,1
TQ89058,59124,70,18,31,2,1
IW78492,0,119,20,89,3,1
WE88728,56531,170,34,24,3,1
PJ74689,0,139,2,33,1,2
ZI86917,45277,191,19,0,0,2
IJ71609,0,65,12,57,3,1
FP17993,0,73,18,45,0,5
EC28398,22886,65,9,81,0,3
ZX85480,66685,67,35,50,2,2
JP27787,65775,72,16,98,0,4
NH24429,52972,74,3,68,0,1
QU58523,52979,72,14,53,0,4
EZ39383,55436,67,7,44,0,2
IR74017,32116,132,10,42,0,1
DH68234,56070,74,5,73,0,2
TZ37274,0,62,32,31,0,3
QG67362,0,116,12,76,1,2
TN36916,93621,100,16,20,0,1
FL74984,79192,70,11,74,0,1
FV15346,96853,98,34,68,0,2
JV12632,0,83,25,91,4,1
TF64196,75121,73,12,22,0,6
PC27174,0,117,2,41,0,1
RL28880,69959,63,9,3,0,2
FG46631,81400,104,6,19,0,2
PB29715,0,98,33,87,1,1
ZV42323,67523,72,35,21,0,7
YS49138,62366,108,22,87,0,8
XJ34057,67134,131,5,63,1,6
NJ54277,41479,94,14,38,1,1
RL64888,29697,66,0,58,4,1
UM28580,58577,110,6,62,0,1
TO87218,0,106,7,44,0,4
YQ79307,51144,61,28,32,1,9
KZ80383,29587,76,25,4,0,3
TS78649,0,157,17,1,0,2
QX84389,71499,112,25,61,0,5
WC26700,0,106,23,45,0,5
JR26812,0,126,4,59,0,2
QD17769,75740,64,13,11,0,1
VA89404,53262,62,11,18,4,2
ZR41880,75180,77,15,30,3,1
XK49057,31196,62,26,57,4,9
ZM52280,0,186,0,67,2,5
UX93878,34505,106,13,44,0,9
WY65854,0,82,14,27,2,2
ES97823,0,97,1,40,0,2
CX34236,37937,116,11,42,0,5
CQ81839,21897,139,19,67,0,2
ES97399,55994,92,19,75,2,2
GL44478,24067,132,12,2,0,6
ML79788,43630,99,33,30,0,3
KZ67768,23811,130,20,8,0,1
XU67970,0,62,11,45,0,1
IQ40799,0,100,17,21,2,4
BV80674,0,124,6,34,0,1
TH72397,50562,79,19,34,0,9
EC13382,21514,62,0,59,0,2
LE30774,80355,187,24,92,1,2
RA14734,64125,108,3,44,0,3
IY31142,83800,62,11,44,0,1
CK29372,23840,64,32,66,0,7
KD70601,54834,72,23,13,0,8
QN76596,80277,112,6,40,1,2
XI62151,88430,66,7,17,1,2
ZQ37702,26255,88,21,4,0,3
GE13332,0,95,16,1,0,1
LZ84227,95715,119,0,52,2,2
EX97404,0,70,22,67,3,1
RQ99149,32437,69,4,73,0,1
UP57305,22726,65,25,73,0,3
IC82877,58092,72,7,56,1,2
JO63956,83365,109,27,7,1,4
MD47500,12153,69,23,9,1,8
OW31837,74028,118,10,16,0,2
OY20177,52707,90,33,66,1,6
LZ10377,47451,87,0,31,1,6
UB17669,19864,63,22,96,0,1
DP77737,28513,100,4,22,1,2
QT39597,26242,74,5,69,0,1
MQ74051,55067,110,3,21,1,2
MN98042,62291,100,1,53,0,3
XJ60303,25048,167,0,11,0,5
GU42671,16654,79,23,31,0,7
DK26322,26887,113,32,67,0,2
NT75612,22784,70,11,68,0,2
AX28231,49345,69,10,12,0,7
GA89827,0,70,4,63,0,2
UX91266,34307,92,33,62,2,1
UC10048,0,95,19,41,1,9
CY90231,44096,72,28,65,1,2
QD26729,43204,64,31,19,3,1
RZ98310,0,92,3,7,0,2
VJ73478,0,117,13,69,0,1
KR29524,78596,118,1,70,0,1
ID58813,38925,112,10,48,0,1
SL98898,0,119,9,8,0,3
LH90819,21885,108,7,29,0,1
OL55220,48345,67,7,1,0,7
YU90693,77993,62,26,10,0,1
NM70181,25748,90,9,23,0,1
ZU30804,22520,73,17,64,0,3
ZT31931,0,95,1,69,0,2
BS29584,0,73,6,11,0,1
SX63814,75986,115,11,44,0,3
YL81070,0,205,14,63,0,4
RW24925,58542,114,29,82,0,2
FB84409,43640,64,10,99,2,3
YP38413,86901,72,24,73,0,2
ZE53116,94115,74,28,41,0,8
SU95720,0,125,22,80,0,9
UM94104,65375,65,9,84,0,3
ET64307,44341,105,15,56,0,2
XD32841,24378,188,18,34,0,5
SI90461,93489,84,16,72,0,1
RV75918,69161,97,19,71,0,8
DZ64604,60774,154,13,7,0,5
WF98532,0,101,1,83,4,1
GQ15613,54008,67,18,90,0,2
XU63766,0,74,15,61,0,2
VU35401,44619,68,35,45,0,1
NH95163,16476,101,29,25,0,1
CD55111,73359,94,17,24,0,2
TQ73797,25949,104,0,28,0,3
CC43119,62018,73,2,59,0,1
CD38665,41433,183,24,40,0,9
JM30137,0,238,29,90,1,4
CJ29883,68931,66,32,30,0,7
LJ35581,0,141,25,27,0,3
DL11519,0,104,24,49,0,6
AK11719,0,64,35,59,0,1
YL91288,98044,73,5,53,0,2
XV53746,91354,68,30,26,0,2
HU57895,0,109,5,20,4,7
MI95708,15083,115,25,14,0,2
AX45422,0,61,21,24,0,2
KT92231,0,107,15,63,0,8
BM53580,0,80,30,96,0,2
ZB32409,0,67,15,75,3,1
XA21742,22955,92,6,23,3,2
RD22761,0,69,5,26,0,2
PZ10136,51641,63,8,80,1,1
OG62048,10211,119,7,16,0,7
IH23596,0,68,13,11,0,1
HE72629,0,80,31,67,0,1
KW52549,33806,89,32,59,0,2
OZ82391,50269,80,15,88,0,3
HH22446,18375,103,8,50,0,1
HW16019,24133,68,20,42,0,2
IS30186,88375,77,23,11,0,3
HN45134,88997,72,9,71,0,3
XI79589,0,125,2,84,0,1
LK57294,23402,61,29,38,0,7
JM88889,46396,103,11,79,1,2
EZ51276,0,96,28,62,0,4
JF16295,0,102,34,37,0,3
XU76821,33175,66,31,76,0,2
KR62128,63885,114,0,17,0,8
TG70775,92766,71,17,15,0,2
XR75319,45515,61,14,33,0,9
QB26845,0,115,21,46,0,2
No94161,37703,70,11,51,0,1
SQ87105,0,68,9,1,0,6
XM14899,0,122,8,32,0,6
QQ51185,64987,66,17,90,0,1
XW51700,73180,64,27,43,0,3
YK60829,92766,71,17,15,0,2
FB68802,0,119,29,54,2,1
ON67674,50071,71,3,32,0,1
MS20849,53058,91,16,44,4,3
VK94354,0,127,11,86,0,3
PZ53130,16370,74,4,54,0,2
HV75704,70521,63,13,26,0,2
GU18646,58007,81,23,71,0,2
LI77073,31670,179,33,3,0,1
FW43809,0,112,12,93,0,3
WC11515,0,70,28,26,0,2
ZT52415,62534,68,10,1,0,2
PH83205,26790,71,4,41,0,1
GI46001,0,95,13,20,0,5
DY27653,56178,94,1,39,0,1
GB70718,28646,61,11,50,0,1
YE12395,31267,129,4,45,0,2
MA94219,78250,114,7,66,0,6
FJ28407,0,153,25,5,0,1
CJ72056,65636,67,15,72,0,2
QU52713,43177,103,34,74,0,1
FE20514,26733,66,7,55,0,5
RY43586,12590,73,22,1,0,2
SK66747,33481,188,28,46,0,2
SC31713,0,80,25,80,0,2
TH72420,25752,73,28,85,0,2
FD75102,27982,87,15,74,0,1
LW75453,29445,68,0,31,0,9
BS96517,47455,61,1,61,0,1
SO55284,64125,108,3,44,0,3
SD83603,56830,83,6,27,0,9
JQ68425,58236,108,22,92,0,2
VM51572,54289,62,32,13,0,2
JH58282,0,66,16,77,0,2
WP23743,47482,93,19,45,0,3
DS47984,60244,83,3,72,3,1
UV52613,20867,71,0,79,0,1
XM96138,98138,93,30,10,1,2
HF95739,0,81,6,49,0,2
HG81101,20327,74,26,44,0,1
VN27419,11828,90,18,84,0,2
VZ59523,50695,71,31,30,0,5
UF91715,0,107,14,90,0,3
JV13438,98693,61,7,57,0,3
MN82687,54507,138,20,11,0,1
MR50410,89703,126,6,54,0,1
DT53270,0,71,9,6,0,3
DA79098,0,67,19,82,1,3
FY86121,70882,69,20,50,0,2
AA69265,60817,103,3,79,1,1
ZT86224,72257,90,28,61,0,2
GW89148,90008,137,13,3,0,2
EJ97834,93987,65,9,1,0,1
VM66678,81872,115,10,55,0,2
OY34553,60221,67,3,17,0,2
JL49772,33651,69,21,37,1,2
ZO44848,0,61,22,94,0,2
TW66679,75741,109,31,59,0,7
RP98585,38086,96,17,10,0,7
XK83294,38725,64,12,58,0,2
VZ43707,20132,86,5,61,3,2
RO89767,0,105,0,47,0,2
UN49741,44299,106,25,76,5,2
SY46862,98917,139,18,21,0,1
ZY60545,91535,67,35,13,1,2
WP62115,53484,70,12,12,0,2
NK16909,45318,103,17,27,0,8
BQ41371,46897,70,16,47,0,3
QF29828,40135,80,29,70,0,1
LP59331,38606,68,16,99,0,3
NJ46471,56550,73,22,41,3,2
KX53892,61146,65,7,68,0,6
YP37291,36409,66,26,33,0,2
RX93631,90035,80,28,38,0,3
GS26763,39669,98,13,63,0,2
SK74843,57963,61,11,63,0,1
AG47947,81872,115,10,55,0,2
LQ23049,25965,65,23,27,0,1
VF10088,59662,85,6,76,0,1
OJ65428,27906,102,5,57,0,1
ZF48094,51032,83,5,56,0,1
TN56613,83771,133,26,18,0,1
IA33339,57052,115,7,56,1,4
UB28078,51510,106,11,17,0,1
ZK60855,34819,61,0,31,0,6
CM73149,31189,122,18,10,0,2
SC81807,32180,103,3,28,0,1
DS57918,27500,114,25,47,0,2
TN29644,67018,94,11,17,0,4
UL17918,0,77,32,0,0,1
MJ25422,0,199,7,93,0,2
FG21377,33588,62,2,64,0,2
BQ15946,56270,83,23,2,0,4
CO53249,82800,70,12,94,0,2
XS83731,0,68,2,70,0,2
VH41477,63891,119,13,13,0,1
AT13963,43946,133,13,83,0,2
XU49878,62039,68,8,30,1,8
RY10920,60475,107,9,18,0,1
OC32181,70279,71,17,25,0,7
OE19653,0,93,4,63,0,1
WG39961,66676,97,0,40,0,1
QY78671,12048,77,6,46,0,1
SY48591,0,68,29,91,0,6
SM16060,0,68,34,37,0,6
FW53453,36094,99,28,50,1,5
KU42210,0,61,0,31,0,2
XR74789,63328,89,19,19,0,9
GB39602,0,112,6,0,0,1
SK93727,36121,118,7,91,0,4
OM37845,56005,68,31,30,1,3
VR45143,48597,71,12,63,5,1
GF35623,0,81,21,37,0,4
AF47139,42540,70,15,52,0,2
IS48950,87544,109,28,92,1,3
NC98544,26292,80,1,81,2,2
AD12500,42696,228,17,50,0,9
ZE59681,88009,71,29,21,0,1
JQ91314,0,97,27,17,0,1
WX92260,0,66,16,35,4,1
MO21402,16181,181,22,79,0,8
QY41319,0,62,20,88,0,6
WE90911,75438,136,11,97,0,1
KB90888,0,73,25,5,0,1
NN87570,27681,83,13,62,0,9
PD94315,23444,196,7,62,0,2
IN65727,63684,68,6,87,0,1
FB76635,61737,107,21,65,0,1
RF58958,0,113,32,66,0,2
AZ15952,52373,111,2,37,0,9
KP22549,58213,79,22,50,0,1
QC34927,74142,83,24,60,0,1
WD87578,0,109,31,74,0,3
ER51965,49746,111,4,85,3,1
LA53648,0,129,13,4,0,7
FX73249,0,104,35,79,0,3
WF53890,39854,66,6,4,0,7
QL35310,36650,69,2,70,1,1
FY30870,32756,93,18,67,0,2
JF73533,36268,86,2,22,1,2
IW70308,23815,73,4,47,0,2
ZS50183,0,107,3,65,0,3
EU38033,39188,74,9,2,0,3
ZJ86769,58089,118,31,83,0,1
JZ90556,62120,74,5,39,0,8
OQ43721,26540,69,15,4,0,1
NI71089,28215,65,15,26,0,3
ZF84966,61675,123,35,54,0,2
LN11802,0,100,16,36,0,2
CG92708,69600,74,35,28,0,1
TH59993,40982,62,6,88,0,1
WH76688,74015,72,12,61,0,6
NK82261,0,94,6,61,0,1
FI93397,0,79,28,94,0,1
FO33051,29439,146,4,10,0,2
ZE40223,0,108,26,94,0,4
II49996,74015,72,12,61,0,6
AX71707,67881,79,6,70,0,4
GF38306,96162,97,9,91,0,4
TN54884,39049,63,30,34,0,2
DD27635,29808,105,18,38,1,3
NX84287,65727,134,14,15,0,6
EO38569,0,62,30,29,1,1
FF77476,22283,65,16,93,0,1
CW92156,37435,105,3,22,0,1
XA53408,27756,71,6,52,0,8
CV86445,86876,68,9,3,0,2
TK32843,0,114,21,41,0,4
EV14053,34062,91,23,51,0,3
IY38767,0,73,17,44,0,7
VJ34494,0,69,7,10,0,1
SN36487,78358,128,6,75,0,3
SW88021,12222,67,8,70,1,1
US43945,41247,64,17,6,0,1
QC93181,13663,97,1,66,0,2
XS89049,25531,74,27,52,0,1
QR79788,58643,74,33,58,0,3
WG51244,48107,190,6,34,2,2
BF56053,18643,119,34,41,0,5
AN97123,0,102,13,89,0,2
VS30147,58645,110,15,44,0,2
FY70464,95058,177,11,90,0,1
BG19572,0,87,16,83,0,8
LR43989,19715,66,25,11,4,5
ER10834,68787,66,7,64,0,1
WL46620,29056,66,19,2,0,2
MO27230,47829,117,23,37,1,1
HD32695,13128,118,11,21,0,1
ED89934,58946,121,5,87,0,1
WU63862,31614,71,26,69,0,4
EW27959,44667,65,25,53,0,2
IG15771,0,111,33,76,0,1
PJ84431,91512,189,6,86,0,1
RW46214,26540,69,13,65,1,5
VP91482,0,103,35,76,0,1
DZ48278,38798,72,24,48,0,1
HC37968,0,117,0,6,0,4
CQ15251,65629,64,21,28,0,3
QD36906,33291,73,30,2,1,2
BG95711,57264,84,0,30,1,2
HR44460,60970,110,20,10,0,2
NE57101,34220,109,23,71,1,1
UQ34669,88997,72,9,71,0,3
BL42392,18779,63,10,65,0,4
WC52068,50825,102,3,46,0,3
GB20532,0,86,18,41,0,1
XS74432,29218,72,33,40,0,2
YA10507,95697,61,16,55,0,1
NL59273,61486,70,2,65,0,3
BZ81849,0,68,6,25,0,2
MF83904,17723,72,3,40,0,3
MH14039,72421,65,8,23,0,1
XJ26467,36510,84,10,36,0,6
BC53546,35396,70,32,12,0,3
KB58189,69230,63,31,13,0,1
FF31523,28054,195,1,63,1,1
EE98024,25866,109,20,56,0,1
QA50777,23675,117,4,31,0,7
HW36182,0,71,22,45,0,1
SB64064,0,66,6,71,2,1
MY60905,0,68,16,81,0,6
FB77856,28142,105,18,50,0,1
XQ93931,23706,68,1,56,1,2
WA74455,0,131,0,80,0,1
GK98989,0,85,34,31,0,3
VA35421,83527,64,19,27,1,3
BB41401,26876,76,17,72,0,8
RQ16234,55099,122,33,86,0,3
DO83789,71661,65,7,92,0,4
AK46006,18047,242,5,50,0,2
CJ59481,90893,70,8,82,0,1
JL86651,90016,102,28,34,4,2
AN32867,81285,81,18,2,2,1
AC67315,96950,115,20,74,0,2
XN90444,24814,69,31,48,0,2
CZ72326,0,90,14,16,3,2
FG18525,0,61,17,14,1,1
HC25359,52572,113,30,22,0,3
SM39580,0,85,27,29,0,1
UU81720,41701,68,16,74,0,2
WO53546,0,104,26,66,0,2
UH76249,0,80,7,77,0,2
YP79029,34179,107,15,26,0,2
HS79851,27681,83,13,62,0,9
YR49519,0,73,34,2,0,4
AN21193,0,70,19,66,1,2
TS98462,78494,69,21,53,0,2
OB11898,0,66,18,95,2,1
RS85283,56044,182,27,32,0,2
NW19960,37937,116,11,42,0,5
AI11191,77853,106,12,76,0,1
PF24757,72608,82,26,19,3,8
NY20756,36568,128,28,34,0,6
EU98982,0,110,17,58,2,3
GL54755,59578,98,1,50,1,1
UF13251,26032,109,18,25,0,3
HK16676,39618,68,0,55,0,1
KF80571,0,65,8,47,0,1
XB43418,59438,124,33,55,0,1
IA78643,0,112,12,93,0,3
RI97135,0,87,2,55,0,1
HZ52656,89451,63,11,2,0,1
BM71358,44695,91,26,88,0,2
DJ42087,24581,101,2,86,0,2
NV98267,0,73,27,95,1,6
YD27780,72334,129,26,66,3,6
DZ38951,19831,83,8,88,0,7
VO84133,40361,98,3,98,0,1
FP86246,74656,111,0,6,0,2
YA37626,25358,126,1,13,0,2
XW54288,35461,95,26,57,1,1
ET81343,59047,76,2,73,3,2
CW57351,62409,89,16,50,0,2
EV39201,93272,95,3,54,0,1
YV40022,0,135,18,48,0,4
IX44049,20166,83,19,28,0,1
DI51103,0,74,13,68,0,1
AS78838,29735,69,3,92,0,1
YJ16399,0,64,1,63,0,2
LH52773,97460,114,20,62,0,2
XF99212,57564,63,5,48,1,1
CL52383,33232,94,21,81,0,2
DD28380,11854,113,19,64,0,2
CP87192,23843,79,1,42,0,5
MH43755,17961,181,28,51,0,3
KT38145,0,64,17,84,0,3
FU65756,54695,103,6,94,0,5
YG92601,85632,82,23,4,0,1
MZ63755,0,139,5,56,0,2
BI33231,0,76,11,14,4,3
ZD71862,39895,160,32,45,0,2
VT87641,95815,82,6,95,0,3
TN61016,37224,74,8,23,0,2
PX27645,0,122,2,73,0,5
IS53899,94652,86,18,88,0,3
KC69320,28582,112,27,24,0,2
WR86431,91123,138,32,70,3,8
TY27229,85942,116,16,36,2,5
LC42182,64321,253,4,75,0,2
SZ64974,77025,64,18,44,2,3
AH89786,16997,65,35,62,3,1
QO70290,52408,125,13,12,0,9
IR78670,0,116,7,73,1,7
OU24549,37573,112,3,21,3,3
OO96263,45893,97,3,75,0,2
SY86059,0,96,31,34,0,1
JZ76788,29385,88,18,8,2,1
AB23825,21509,81,24,24,1,2
BH61137,68144,70,29,98,4,2
QW21716,31093,63,3,78,0,3
IU95336,24350,73,6,89,3,1
TY22591,32823,100,1,36,0,8
VR18539,44843,105,14,34,0,3
GD89605,59364,67,25,56,0,5
RD47708,39101,99,34,24,0,1
XH47201,0,90,2,46,1,3
TW62773,27604,92,20,45,1,9
QP77560,91603,64,18,37,5,8
QV66305,59828,104,25,49,0,8
WC83676,33247,72,26,47,0,1
QD98396,45867,126,31,12,0,1
AM36670,54827,64,17,88,0,3
CJ78727,0,64,12,56,3,1
GN61665,47170,139,4,57,0,3
HY49431,21947,83,17,66,0,1
IK82336,39018,117,11,94,0,2
WA16954,20252,71,0,64,0,3
QD69852,0,88,29,81,0,1
XG47945,48602,70,30,46,0,5
UV57184,97849,62,32,45,0,2
JU55710,41479,94,14,38,1,1
PT50287,69746,74,17,91,0,1
AB73565,96748,96,13,68,0,9
PK20739,25074,112,17,8,0,2
XI85062,66463,68,28,80,0,1
KA77514,34865,69,15,16,0,1
ND80148,37399,116,30,22,0,3
AK72422,21070,195,6,47,0,2
LN49978,31562,66,9,5,4,7
RZ80299,54684,71,28,49,2,3
QU53781,37388,117,30,21,0,5
MD70013,84981,96,6,96,0,1
QD97878,24046,116,27,47,0,1
WK24299,20993,133,35,90,0,1
RJ45123,48029,116,9,79,0,7
HM33037,16233,197,17,68,0,1
QY70905,30718,67,26,49,1,1
YL86561,60277,65,32,19,0,7
LK40971,0,107,6,63,0,8
UI44314,31911,68,13,65,0,1
NN44612,61402,62,1,69,0,3
MA37431,34335,101,18,55,0,3
DP57381,71467,86,5,34,0,2
PX45824,0,74,25,60,0,9
OG17838,36168,90,16,14,0,1
WG37485,58357,137,27,76,2,1
RV95842,29692,77,3,53,0,2
NG13451,29215,67,7,15,0,2
UQ82778,0,61,14,4,0,3
ZG16710,26841,74,33,17,1,1
OT53330,34837,139,4,2,1,4
LZ12396,33068,61,6,77,1,6
UU77151,44820,133,12,62,3,1
CD71877,49564,193,22,82,0,2
PA95799,19581,61,32,27,0,1
FK28721,0,74,33,24,0,2
CM42637,23129,70,10,74,0,2
CI47242,0,138,23,93,0,3
FE46445,25411,86,8,73,0,8
PD32854,28513,100,4,22,1,2
GV35061,69346,63,27,42,1,2
BG44829,74835,133,14,89,0,7
RH83684,43282,72,3,3,0,3
SB82356,11276,91,22,10,1,2
TW49116,0,62,11,52,2,1
RJ39700,10037,71,14,29,0,3
LO40410,21986,63,1,9,0,1
SX85653,85609,136,22,17,0,1
PH91033,86347,130,17,93,0,2
LC69427,20368,72,30,36,0,1
MZ85889,25778,68,29,34,0,3
GL82358,43860,65,15,58,0,1
AM94127,93303,65,11,96,0,5
TO19482,67467,61,4,22,0,9
WA68850,30598,106,13,21,0,1
ER97256,55350,67,0,13,0,9
CK85904,11432,119,11,9,0,2
GH30325,27093,61,10,19,0,1
LG98245,0,108,32,95,0,1
KW31376,0,197,3,85,0,9
XZ45224,38961,62,5,19,0,1
HD56196,51840,94,10,75,0,2
EM39400,79181,72,1,24,0,1
FP39090,14072,71,13,3,0,2
CE17166,56225,97,10,95,0,3
HF67477,14909,199,31,95,0,6
GJ79432,26876,76,17,72,0,8
ZE17448,68401,88,14,14,0,1
SK65854,29730,72,1,76,0,3
RT23641,35577,130,1,6,0,1
PY79113,41958,66,15,49,1,1
EP61197,77915,115,4,61,0,2
IL12516,15514,74,20,24,0,1
BF55854,29505,284,2,70,0,1
GP19791,31356,68,25,13,0,2
II16403,31456,199,5,61,0,1
SS28002,95284,69,6,35,0,4
VT97066,0,98,7,24,0,9
FH97700,62864,104,20,14,0,1
NB96938,22842,65,20,53,0,9
HY32811,67186,66,22,20,0,2
MB69465,0,87,14,67,0,3
LE12086,68946,71,15,31,0,8
IO89174,56680,100,9,78,2,3
DB26077,18866,126,4,62,0,1
NB98740,82875,70,5,20,0,1
EL82767,0,109,25,61,2,1
AK54675,84863,138,28,40,0,1
EW67766,0,127,24,58,0,1
JS36743,54753,61,5,99,0,1
TV20901,76381,116,23,33,0,4
LQ20969,59523,78,0,62,1,8
BZ33435,56017,71,1,98,0,6
OA55110,14306,74,31,22,3,7
YJ42538,21359,101,25,5,0,1
XB64207,86101,102,4,73,0,1
KZ80424,25998,71,16,38,0,2
BC34309,64341,61,4,81,0,1
JC34468,36060,165,27,55,0,1
ON34922,61894,67,22,38,0,4
MQ93707,26721,65,18,64,3,2
SY28542,59940,94,17,9,0,3
RA29518,45971,138,15,91,0,1
No34698,80055,100,30,83,0,1
VK37392,58345,98,1,6,0,6
LJ43082,0,71,33,48,3,7
FI90697,76549,132,3,5,0,3
DR93103,36212,73,25,57,0,2
XR37151,0,131,18,41,0,3
ZZ43513,73597,114,5,8,5,2
QW81912,63762,99,13,55,0,4
AZ50087,32787,86,3,86,0,7
HQ87008,94962,67,10,48,4,1
FM30352,0,256,30,32,0,1
PD30266,73809,125,5,57,0,1
GA50461,13037,124,28,49,0,1
FY84962,0,88,5,85,0,1
GT14584,75272,103,22,10,0,1
IA87250,39278,66,29,45,0,1
MM67983,36913,62,22,37,0,9
MW40110,0,74,19,11,1,3
SH93005,13528,86,21,35,0,3
KD69941,0,137,17,5,0,1
JV38934,0,65,3,95,1,1
XI16714,0,72,32,14,0,1
DG68667,12617,108,5,43,0,8
AR40217,42754,65,5,56,4,2
IM73868,0,155,23,62,0,5
BR44176,76157,116,15,80,0,1
MY51849,0,66,19,29,0,8
FQ61281,58958,231,31,74,0,2
NJ72300,0,107,5,8,0,3
YO81740,0,98,0,57,0,2
WM25415,34430,65,6,15,0,2
GU41036,13411,127,27,81,0,7
NN66592,73758,74,24,87,0,7
TO29918,0,116,34,82,2,1
PF53601,17130,198,1,58,0,2
TF61492,0,92,30,64,3,9
PD52748,0,134,15,92,1,8
TF68928,10517,92,14,65,0,3
VZ79366,58842,110,6,74,0,1
SQ53118,22355,71,27,9,3,2
QZ56257,0,223,26,40,5,7
ZI34278,21137,61,29,62,1,6
ZB82406,0,99,16,65,2,3
OP93305,78255,95,14,88,0,2
CK31454,35625,65,10,56,1,3
FX81675,87957,61,31,63,0,2
BK85520,25915,64,13,62,0,7
KB18303,62464,109,23,45,0,4
GX47381,0,131,34,61,0,9
RX31862,49529,78,4,78,0,3
YQ58965,23376,78,19,18,0,1
HG60406,0,81,21,78,0,1
BC52397,67952,71,16,0,0,1
AR69517,25251,66,13,43,0,2
JJ23168,20497,65,17,94,0,2
NB39218,68420,104,5,27,1,2
FP95606,24711,122,31,93,0,1
YP27180,76530,119,35,9,4,2
JK74110,98333,99,16,69,1,1
MC85738,0,139,5,56,0,2
CE78778,0,106,25,47,1,1
LT72149,0,153,25,5,0,1
ZC89812,0,74,18,29,0,8
GF68713,24695,82,0,88,0,1
HB23001,26287,111,6,11,0,8
DH99299,83846,74,22,94,3,2
RA61917,76081,68,14,3,0,2
KM65135,14957,66,24,68,0,8
RR37482,41727,117,18,84,1,2
WM24870,89092,68,31,30,2,3
EC78254,53986,70,22,37,1,2
CQ19667,49853,109,17,47,0,1
AY43037,36670,189,30,44,0,3
GN36177,43626,67,9,80,0,1
VL36269,0,70,6,18,0,1
UA58104,76505,65,32,89,0,2
GR12431,66216,103,34,58,0,2
IV37346,52497,63,22,46,0,2
VU99589,20090,109,10,59,0,2
VV61641,0,185,7,47,2,2
ZY26831,37751,93,15,42,0,3
IP84574,54840,72,18,59,3,2
XF33416,31986,111,13,83,0,6
PV62583,22166,126,10,22,0,6
QK29271,0,208,22,92,0,3
ZF58696,0,130,7,31,0,2
PK37320,83838,65,1,74,0,1
EP35930,46061,65,23,95,0,3
TS34391,50825,102,3,46,0,3
ST65635,14030,72,11,3,0,1
AQ25590,20282,79,19,8,3,6
QK37708,50146,116,6,44,1,1
EY83434,0,121,27,58,0,2
DQ55516,20472,139,34,61,0,1
KS72802,85751,93,6,3,0,1
PE32165,76912,116,0,55,2,2
XO78284,96335,97,7,43,0,1
HS39343,29633,196,26,57,0,1
ZF77631,80540,63,27,74,0,2
ZE60021,14465,135,30,50,1,1
IU15885,0,66,35,75,0,4
HI16116,29899,66,21,31,0,3
WH41496,0,136,28,87,0,1
IQ24777,71391,67,29,39,0,2
CA55066,57449,103,6,28,0,2
LG87047,14209,62,34,36,0,2
TK38732,47824,129,8,56,3,1
KH94432,48696,66,21,31,0,6
ID21652,79189,71,11,79,0,1
RV90030,0,116,0,8,2,8
CK36026,23870,91,4,92,0,1
UR27848,0,73,9,94,0,2
KP68957,41059,64,6,12,0,1
LC86277,19447,89,6,6,0,1
UW55977,94392,65,3,89,1,8
RE46032,23203,132,21,71,0,2
CG69038,38157,61,2,39,0,4
IR73545,0,126,12,4,0,2
CR85257,99761,63,0,73,0,3
JX88012,98350,101,14,35,3,3
ED44765,25318,63,4,8,2,2
TW81986,51721,139,18,98,0,1
HA56889,0,114,35,9,0,1
EB72669,0,78,7,65,3,6
CH95772,68321,66,31,44,0,1
OZ62735,69161,129,24,50,0,2
UN50538,72667,80,2,58,0,9
JS76871,62082,72,15,57,0,2
UG42487,0,87,15,26,0,2
TB56369,36551,107,12,25,0,2
ZN27753,70524,73,18,5,0,4
FH22442,60477,65,12,38,0,1
LV81383,0,96,31,34,0,1
