,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year_effective_to_date,month_effective_to_date
5645,KW,31376,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Agent,Luxury Car,Large,2011-02-18,2011,02
5646,XZ,45224,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-12,2011,02
5647,HD,56196,Oregon,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,1,2,Agent,Two-Door Car,Small,2011-01-24,2011,01
5648,EM,39400,Nevada,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-27,2011,02
5649,FP,39090,Oregon,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Special Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
5650,CE,17166,California,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-01-06,2011,01
5651,HF,67477,Washington,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,2,1,Branch,Luxury Car,Medsize,2011-01-26,2011,01
5652,GJ,79432,Nevada,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
5653,ZE,17448,Oregon,No,Extended,College,Employed,M,Urban,Divorced,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-02-04,2011,02
5654,SK,65854,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Medsize,2011-01-30,2011,01
5655,RT,23641,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-17,2011,01
5656,PY,79113,California,No,Basic,Master,Employed,M,Urban,Married,Corporate Auto,3,4,Call Center,Four-Door Car,Small,2011-01-24,2011,01
5657,EP,61197,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Small,2011-01-05,2011,01
5658,IL,12516,Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,2,4,Web,Four-Door Car,Medsize,2011-01-08,2011,01
5659,BF,55854,Nevada,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Luxury Car,Small,2011-01-16,2011,01
5660,GP,19791,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small,2011-02-12,2011,02
5661,II,16403,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,3,1,Branch,Luxury SUV,Medsize,2011-02-13,2011,02
5662,SS,28002,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-30,2011,01
5663,VT,97066,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,2011-01-07,2011,01
5664,FH,97700,Washington,No,Premium,Bachelor,Employed,F,Rural,Single,Personal Auto,2,3,Agent,Two-Door Car,Small,2011-01-18,2011,01
5665,NB,96938,Oregon,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-11,2011,02
5666,HY,32811,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,2,3,Branch,Four-Door Car,Small,2011-01-10,2011,01
5667,MB,69465,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-01-26,2011,01
5668,LE,12086,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-01-20,2011,01
5669,IO,89174,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize,2011-02-09,2011,02
5670,DB,26077,Arizona,No,Extended,High School or Below,Retired,F,Suburban,Married,Personal Auto,2,3,Call Center,SUV,Medsize,2011-01-05,2011,01
5671,NB,98740,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small,2011-01-18,2011,01
5672,EL,82767,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,3,3,Agent,SUV,Medsize,2011-01-08,2011,01
5673,AK,54675,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,2,4,Call Center,SUV,Large,2011-02-04,2011,02
5674,EW,67766,California,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Small,2011-01-11,2011,01
5675,JS,36743,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-29,2011,01
5676,TV,20901,California,No,Premium,College,Employed,F,Suburban,Married,Special Auto,2,3,Branch,Two-Door Car,Small,2011-02-05,2011,02
5677,LQ,20969,California,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,1,1,Branch,Four-Door Car,Large,2011-01-23,2011,01
5678,BZ,33435,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,3,1,Branch,Four-Door Car,Small,2011-02-26,2011,02
5679,OA,55110,Arizona,No,Basic,Master,Medical Leave,M,Urban,Divorced,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-27,2011,02
5680,YJ,42538,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,3,4,Agent,Sports Car,Medsize,2011-01-13,2011,01
5681,XB,64207,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,1,1,Agent,SUV,Medsize,2011-01-08,2011,01
5682,KZ,80424,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-27,2011,01
5683,BC,34309,California,No,Basic,Master,Employed,F,Rural,Single,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-02-02,2011,02
5684,JC,34468,California,No,Premium,High School or Below,Employed,F,Urban,Married,Special Auto,3,2,Call Center,Sports Car,Medsize,2011-01-30,2011,01
5685,ON,34922,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Small,2011-02-02,2011,02
5686,MQ,93707,Oregon,No,Basic,High School or Below,Disabled,M,Suburban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-09,2011,02
5687,SY,28542,Nevada,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,3,3,Web,Four-Door Car,Medsize,2011-02-06,2011,02
5688,RA,29518,Washington,No,Extended,Master,Employed,M,Rural,Married,Special Auto,3,1,Branch,SUV,Medsize,2011-02-24,2011,02
5689,No,34698,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,2,1,Branch,SUV,Medsize,2011-01-17,2011,01
5690,VK,37392,Arizona,No,Extended,College,Employed,M,Urban,Married,Personal Auto,1,1,Branch,Four-Door Car,Small,2011-02-03,2011,02
5691,LJ,43082,Oregon,No,Basic,College,Unemployed,F,Rural,Divorced,Personal Auto,3,3,Call Center,Two-Door Car,Large,2011-02-04,2011,02
5692,FI,90697,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,3,2,Agent,SUV,Medsize,2011-02-19,2011,02
5693,DR,93103,Arizona,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-26,2011,02
5694,XR,37151,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,2,2,Branch,Sports Car,Medsize,2011-02-27,2011,02
5695,ZZ,43513,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,2,4,Agent,SUV,Medsize,2011-01-19,2011,01
5696,QW,81912,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-01,2011,01
5697,AZ,50087,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Large,2011-02-21,2011,02
5698,HQ,87008,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Large,2011-01-02,2011,01
5699,FM,30352,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,3,Agent,Luxury Car,Medsize,2011-01-14,2011,01
5700,PD,30266,California,No,Extended,College,Employed,F,Urban,Married,Special Auto,1,1,Branch,SUV,Medsize,2011-02-10,2011,02
5701,GA,50461,Oregon,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,1,2,Agent,SUV,Small,2011-01-10,2011,01
5702,FY,84962,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-02-19,2011,02
5703,GT,14584,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,2,4,Call Center,SUV,Medsize,2011-02-18,2011,02
5704,IA,87250,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-02-07,2011,02
5705,MM,67983,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-17,2011,01
5706,MW,40110,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-15,2011,01
5707,SH,93005,California,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-23,2011,02
5708,KD,69941,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,SUV,Medsize,2011-01-11,2011,01
5709,JV,38934,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-02,2011,01
5710,XI,16714,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,1,4,Web,Four-Door Car,Medsize,2011-02-19,2011,02
5711,DG,68667,Arizona,No,Basic,Doctor,Medical Leave,M,Suburban,Divorced,Personal Auto,3,1,Branch,SUV,Medsize,2011-02-01,2011,02
5712,AR,40217,Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,3,3,Agent,Two-Door Car,Medsize,2011-02-19,2011,02
5713,IM,73868,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Sports Car,Medsize,2011-01-27,2011,01
5714,BR,44176,California,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small,2011-02-14,2011,02
5715,MY,51849,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Large,2011-02-22,2011,02
5716,FQ,61281,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Luxury Car,Small,2011-01-31,2011,01
5717,NJ,72300,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,2,Web,SUV,Small,2011-01-25,2011,01
5718,YO,81740,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Small,2011-02-16,2011,02
5719,WM,25415,Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-11,2011,01
5720,GU,41036,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,1,1,Branch,SUV,Medsize,2011-02-26,2011,02
5721,NN,66592,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,2,3,Branch,Four-Door Car,Medsize,2011-02-18,2011,02
5722,TO,29918,California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,2,1,Agent,Sports Car,Medsize,2011-01-19,2011,01
5723,PF,53601,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Special Auto,3,1,Agent,Luxury SUV,Medsize,2011-01-09,2011,01
5724,TF,61492,Washington,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-09,2011,01
5725,PD,52748,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Medsize,2011-02-12,2011,02
5726,TF,68928,Arizona,No,Extended,Bachelor,Disabled,M,Urban,Single,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-05,2011,02
5727,VZ,79366,California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-03,2011,01
5728,SQ,53118,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-02-06,2011,02
5729,QZ,56257,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Luxury Car,Medsize,2011-01-17,2011,01
5730,ZI,34278,Arizona,No,Basic,Bachelor,Medical Leave,F,Suburban,Single,Personal Auto,1,2,Web,Four-Door Car,Medsize,2011-01-28,2011,01
5731,ZB,82406,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Small,2011-02-27,2011,02
5732,OP,93305,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,4,Branch,Four-Door Car,Small,2011-02-27,2011,02
5733,CK,31454,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
5734,FX,81675,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Small,2011-01-29,2011,01
5735,BK,85520,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-08,2011,02
5736,KB,18303,California,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,1,2,Agent,Sports Car,Medsize,2011-02-07,2011,02
5737,GX,47381,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,3,1,Agent,SUV,Medsize,2011-01-31,2011,01
5738,RX,31862,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,4,Agent,Two-Door Car,Medsize,2011-01-24,2011,01
5739,YQ,58965,California,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-03,2011,01
5740,HG,60406,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,1,3,Call Center,Four-Door Car,Medsize,2011-01-02,2011,01
5741,BC,52397,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,3,4,Branch,Two-Door Car,Medsize,2011-01-30,2011,01
5742,AR,69517,California,Yes,Basic,College,Retired,M,Suburban,Divorced,Corporate Auto,3,2,Web,Four-Door Car,Medsize,2011-01-03,2011,01
5743,JJ,23168,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Small,2011-01-25,2011,01
5744,NB,39218,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-27,2011,01
5745,FP,95606,Arizona,No,Extended,College,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Sports Car,Small,2011-01-29,2011,01
5746,YP,27180,California,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,2,3,Call Center,SUV,Medsize,2011-02-07,2011,02
5747,JK,74110,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-08,2011,01
5748,MC,85738,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,SUV,Medsize,2011-02-27,2011,02
5749,CE,78778,Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Small,2011-01-12,2011,01
5750,LT,72149,Nevada,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,2,2,Web,SUV,Medsize,2011-01-26,2011,01
5751,ZC,89812,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-25,2011,01
5752,GF,68713,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Large,2011-02-15,2011,02
5753,HB,23001,California,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-01-04,2011,01
5754,DH,99299,California,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Large,2011-02-14,2011,02
5755,RA,61917,Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-24,2011,01
5756,KM,65135,Oregon,No,Basic,College,Disabled,M,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Small,2011-02-28,2011,02
5757,RR,37482,Washington,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
5758,WM,24870,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-02-23,2011,02
5759,EC,78254,Washington,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-10,2011,02
5760,CQ,19667,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-06,2011,01
5761,AY,43037,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,3,1,Branch,Luxury Car,Medsize,2011-02-18,2011,02
5762,GN,36177,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,3,4,Call Center,Two-Door Car,Small,2011-02-26,2011,02
5763,VL,36269,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,1,1,Branch,Four-Door Car,Small,2011-01-25,2011,01
5764,UA,58104,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-13,2011,01
5765,GR,12431,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,2,2,Web,Sports Car,Medsize,2011-01-15,2011,01
5766,IV,37346,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Two-Door Car,Small,2011-01-01,2011,01
5767,VU,99589,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize,2011-01-14,2011,01
5768,VV,61641,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,SUV,Medsize,2011-02-27,2011,02
5769,ZY,26831,California,No,Extended,Bachelor,Employed,F,Rural,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-21,2011,01
5770,IP,84574,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Small,2011-01-23,2011,01
5771,XF,33416,Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Small,2011-01-22,2011,01
5772,PV,62583,Nevada,No,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,3,1,Web,SUV,Medsize,2011-01-03,2011,01
5773,QK,29271,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,1,2,Agent,Luxury Car,Medsize,2011-02-22,2011,02
5774,ZF,58696,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Sports Car,Medsize,2011-02-07,2011,02
5775,PK,37320,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,1,3,Call Center,Two-Door Car,Medsize,2011-01-06,2011,01
5776,EP,35930,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,3,3,Branch,Two-Door Car,Large,2011-01-09,2011,01
5777,TS,34391,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,2,1,Agent,SUV,Medsize,2011-02-05,2011,02
5778,ST,65635,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Corporate Auto,3,2,Branch,Two-Door Car,Large,2011-01-24,2011,01
5779,AQ,25590,Washington,No,Extended,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-05,2011,02
5780,QK,37708,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-24,2011,01
5781,EY,83434,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Large,2011-01-22,2011,01
5782,DQ,55516,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,3,1,Agent,SUV,Medsize,2011-02-04,2011,02
5783,KS,72802,Oregon,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-17,2011,01
5784,PE,32165,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,Sports Car,Medsize,2011-02-17,2011,02
5785,XO,78284,Arizona,No,Extended,Master,Employed,M,Rural,Single,Personal Auto,3,1,Branch,Four-Door Car,Small,2011-01-20,2011,01
5786,HS,39343,Washington,No,Basic,Bachelor,Disabled,F,Urban,Married,Corporate Auto,3,1,Agent,Luxury Car,Medsize,2011-01-26,2011,01
5787,ZF,77631,California,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,2,4,Agent,Four-Door Car,Medsize,2011-01-01,2011,01
5788,ZE,60021,Nevada,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,2,1,Web,Sports Car,Small,2011-02-09,2011,02
5789,IU,15885,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-02-27,2011,02
5790,HI,16116,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-01-31,2011,01
5791,WH,41496,Washington,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,3,2,Web,SUV,Large,2011-02-01,2011,02
5792,IQ,24777,Nevada,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-19,2011,02
5793,CA,55066,Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-27,2011,02
5794,LG,87047,California,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize,2011-01-17,2011,01
5795,TK,38732,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,4,Agent,SUV,Medsize,2011-02-18,2011,02
5796,KH,94432,Arizona,No,Basic,Doctor,Employed,F,Rural,Married,Corporate Auto,2,3,Agent,Four-Door Car,Medsize,2011-02-26,2011,02
