state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Basic,College,2011-01-01,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Small
California,No,Basic,College,2011-02-21,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Large
Washington,No,Basic,High School or Below,2011-02-15,Unemployed,F,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,College,2011-02-12,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize
Nevada,No,Extended,Bachelor,2011-02-11,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
California,No,Basic,Bachelor,2011-02-21,Employed,M,Rural,Divorced,Personal Auto,Offer3,Branch,Four-Door Car,Large
California,No,Basic,Bachelor,2011-02-18,Unemployed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-26,Medical Leave,F,Suburban,Married,Corporate Auto,Offer3,Web,Four-Door Car,Small
California,No,Basic,Bachelor,2011-01-15,Employed,F,Rural,Single,Personal Auto,Offer3,Call Center,SUV,Medsize
California,No,Basic,High School or Below,2011-02-23,Unemployed,F,Urban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,College,2011-01-29,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
Oregon,No,Extended,Bachelor,2011-01-17,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Large
Oregon,No,Basic,Bachelor,2011-02-15,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Basic,Master,2011-01-10,Employed,F,Urban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-02-25,Employed,M,Suburban,Single,Personal Auto,Offer1,Web,Sports Car,Medsize
California,No,Basic,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,Offer1,Web,SUV,Medsize
Arizona,No,Basic,Master,2011-02-26,Disabled,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small
California,No,Extended,Doctor,2011-01-18,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Small
Nevada,No,Basic,High School or Below,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Offer4,Branch,SUV,Medsize
Oregon,No,Basic,College,2011-01-06,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Master,2011-01-07,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Four-Door Car,Large
Arizona,No,Extended,High School or Below,2011-02-08,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Sports Car,Small
Arizona,No,Premium,Bachelor,2011-02-05,Employed,F,Suburban,Single,Corporate Auto,Offer2,Agent,Two-Door Car,Small
Arizona,No,Basic,High School or Below,2011-01-08,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Agent,SUV,Small
Arizona,No,Extended,High School or Below,2011-01-25,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,2011-01-31,Employed,M,Rural,Married,Special Auto,Offer1,Call Center,Sports Car,Medsize
Washington,Yes,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-13,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Small
Oregon,No,Basic,High School or Below,2011-01-16,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize
California,Yes,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Sports Car,Medsize
California,Yes,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Special Auto,Offer2,Agent,Sports Car,Medsize
Arizona,No,Basic,College,2011-01-30,Employed,M,Rural,Single,Personal Auto,Offer2,Web,Four-Door Car,Large
Washington,Yes,Basic,High School or Below,2011-01-15,Disabled,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Large
California,No,Extended,Bachelor,2011-01-11,Employed,M,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car,Small
California,No,Extended,Bachelor,2011-02-09,Employed,F,Urban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize
California,No,Extended,Bachelor,2011-01-29,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Premium,Bachelor,2011-01-20,Unemployed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Doctor,2011-01-06,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,2011-01-20,Retired,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large
Arizona,No,Basic,College,2011-02-28,Employed,F,Rural,Married,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize
California,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,SUV,Medsize
Oregon,No,Basic,High School or Below,2011-01-26,Employed,M,Urban,Single,Personal Auto,Offer4,Agent,Two-Door Car,Medsize
Arizona,No,Basic,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Web,Sports Car,Medsize
California,No,Extended,High School or Below,2011-02-15,Employed,F,Urban,Married,Special Auto,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,Master,2011-01-25,Employed,F,Rural,Married,Personal Auto,Offer2,Web,SUV,Small
Arizona,No,Basic,College,2011-01-23,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Luxury SUV,Large
California,No,Extended,College,2011-02-11,Employed,M,Suburban,Married,Personal Auto,Offer1,Web,Luxury SUV,Medsize
Oregon,No,Basic,Bachelor,2011-01-31,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Agent,Luxury SUV,Medsize
Arizona,No,Basic,High School or Below,2011-01-09,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
Arizona,Yes,Basic,Doctor,2011-01-14,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Large
California,No,Basic,College,2011-02-13,Unemployed,M,Rural,Married,Corporate Auto,Offer3,Agent,Sports Car,Medsize
California,No,Extended,High School or Below,2011-02-03,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Sports Car,Medsize
California,No,Extended,Bachelor,2011-02-28,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Large
Oregon,No,Extended,Doctor,2011-02-02,Unemployed,M,Suburban,Divorced,Personal Auto,Offer3,Agent,SUV,Medsize
Arizona,No,Extended,College,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small
California,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Sports Car,Medsize
Oregon,No,Premium,High School or Below,2011-01-21,Disabled,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Washington,No,Basic,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,SUV,Medsize
Nevada,No,Extended,High School or Below,2011-01-17,Employed,M,Rural,Single,Corporate Auto,Offer3,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Sports Car,Large
Oregon,No,Basic,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Special Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-31,Employed,F,Rural,Divorced,Personal Auto,Offer3,Branch,SUV,Medsize
Oregon,No,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Special Auto,Offer1,Branch,Two-Door Car,Medsize
California,Yes,Extended,Bachelor,2011-01-28,Employed,F,Suburban,Married,Special Auto,Offer2,Agent,Four-Door Car,Small
Oregon,No,Basic,Bachelor,2011-02-25,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small
Nevada,No,Basic,High School or Below,2011-02-22,Employed,M,Urban,Married,Special Auto,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Small
Oregon,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,2011-01-11,Disabled,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small
Arizona,No,Basic,High School or Below,2011-02-12,Employed,M,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,2011-01-22,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,College,2011-01-31,Employed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Small
Nevada,No,Basic,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
California,No,Basic,College,2011-02-04,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize
Washington,No,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Small
Oregon,No,Basic,High School or Below,2011-02-26,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,2011-02-20,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
Nevada,No,Premium,Bachelor,2011-01-18,Employed,M,Rural,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-02-05,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,College,2011-02-05,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Luxury SUV,Small
Nevada,No,Basic,College,2011-02-10,Employed,F,Suburban,Single,Personal Auto,Offer4,Agent,SUV,Medsize
Washington,No,Extended,High School or Below,2011-02-09,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small
California,No,Extended,High School or Below,2011-01-15,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
California,Yes,Basic,Doctor,2011-01-14,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Large
Arizona,No,Basic,Bachelor,2011-01-08,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large
Nevada,No,Extended,High School or Below,2011-02-01,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Sports Car,Medsize
Washington,No,Basic,High School or Below,2011-01-17,Employed,F,Rural,Married,Special Auto,Offer4,Branch,Four-Door Car,Medsize
California,No,Extended,Bachelor,2011-02-18,Employed,M,Urban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize
Arizona,No,Extended,High School or Below,2011-01-09,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
California,No,Basic,College,2011-01-09,Disabled,M,Suburban,Married,Corporate Auto,Offer3,Branch,Four-Door Car,Small
Oregon,No,Basic,College,2011-02-13,Employed,M,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Small
Oregon,No,Extended,College,2011-01-05,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-02-09,Employed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,Sports Car,Medsize
Oregon,No,Extended,College,2011-02-24,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,2011-02-12,Employed,M,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Small
Nevada,No,Extended,Bachelor,2011-01-01,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Branch,Four-Door Car,Small
Arizona,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Premium,College,2011-02-19,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,2011-01-07,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Medsize
Arizona,No,Premium,College,2011-02-11,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,College,2011-01-01,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small
Oregon,No,Extended,High School or Below,2011-01-04,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Small
California,No,Basic,Bachelor,2011-02-25,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Small
Oregon,Yes,Basic,Bachelor,2011-01-15,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Large
Oregon,No,Basic,College,2011-01-07,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Sports Car,Medsize
Nevada,No,Basic,College,2011-01-30,Employed,F,Rural,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Small
California,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
California,No,Premium,Bachelor,2011-01-13,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Extended,Master,2011-02-02,Employed,M,Urban,Married,Corporate Auto,Offer2,Agent,Luxury Car,Small
California,Yes,Extended,College,2011-02-14,Retired,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Sports Car,Medsize
Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,Urban,Married,Personal Auto,Offer1,Web,SUV,Medsize
Nevada,No,Basic,Bachelor,2011-02-01,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,2011-01-29,Medical Leave,M,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Arizona,Yes,Extended,College,2011-01-25,Retired,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,College,2011-01-28,Medical Leave,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Large
Oregon,No,Basic,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
Oregon,No,Extended,College,2011-02-04,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize
California,No,Basic,College,2011-02-20,Employed,M,Urban,Divorced,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2011-01-17,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large
Oregon,No,Basic,High School or Below,2011-02-05,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Agent,Two-Door Car,Medsize
California,No,Basic,College,2011-02-01,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Small
Oregon,No,Basic,College,2011-02-28,Employed,M,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,2011-02-04,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Branch,SUV,Medsize
Nevada,No,Basic,Bachelor,2011-01-15,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,2011-01-13,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,2011-01-21,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Oregon,Yes,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Sports Car,Medsize
Oregon,No,Extended,Bachelor,2011-01-29,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize
California,No,Extended,Bachelor,2011-01-07,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,SUV,Medsize
California,No,Basic,Bachelor,2011-02-23,Employed,M,Rural,Married,Special Auto,Offer1,Call Center,Four-Door Car,Medsize
California,No,Extended,Master,2011-02-23,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,College,2011-02-09,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-18,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,SUV,Medsize
Washington,Yes,Premium,High School or Below,2011-02-01,Employed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,2011-02-08,Medical Leave,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Small
Nevada,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Large
California,Yes,Basic,Bachelor,2011-02-05,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Medsize
California,Yes,Basic,College,2011-02-15,Employed,M,Suburban,Single,Special Auto,Offer2,Call Center,Four-Door Car,Small
Oregon,Yes,Basic,Bachelor,2011-01-07,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
Nevada,No,Premium,Bachelor,2011-01-02,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small
Oregon,No,Basic,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Special Auto,Offer2,Branch,SUV,Medsize
Oregon,No,Premium,High School or Below,2011-01-12,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Sports Car,Medsize
Oregon,No,Basic,College,2011-01-19,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,2011-01-15,Disabled,F,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Large
California,No,Basic,Bachelor,2011-02-11,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Small
Oregon,No,Basic,Bachelor,2011-02-21,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,SUV,Medsize
California,No,Basic,College,2011-01-16,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,Bachelor,2011-01-21,Medical Leave,M,Urban,Married,Corporate Auto,Offer2,Web,SUV,Small
California,No,Extended,Master,2011-02-08,Medical Leave,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-02-19,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,Bachelor,2011-02-25,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small
Oregon,No,Basic,College,2011-02-09,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Basic,Doctor,2011-01-12,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Oregon,Yes,Basic,College,2011-02-14,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large
Oregon,No,Basic,High School or Below,2011-02-09,Medical Leave,F,Suburban,Married,Personal Auto,Offer3,Agent,SUV,Medsize
Arizona,No,Basic,Doctor,2011-02-25,Employed,M,Urban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize
Arizona,No,Extended,Doctor,2011-01-06,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,College,2011-01-03,Employed,F,Urban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize
Oregon,Yes,Extended,Bachelor,2011-01-28,Employed,F,Suburban,Married,Special Auto,Offer2,Agent,Four-Door Car,Small
Arizona,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Medsize
California,No,Extended,High School or Below,2011-02-02,Employed,M,Urban,Married,Personal Auto,Offer2,Web,SUV,Medsize
Washington,No,Extended,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Web,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
