Customer,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
VH41477,4742.106389,63891,119,13,13,0,1,7.651121
AT13963,15865.166,43946,133,13,83,0,2,415.98615
XU49878,5396.311664,62039,68,8,30,1,8,265.877583
RY10920,4330.38602,60475,107,9,18,0,1,513.6
OC32181,5708.024308,70279,71,17,25,0,7,331.231484
OE19653,3500.855508,0,93,4,63,0,1,446.4
WG39961,3919.366722,66676,97,0,40,0,1,558.099357
QY78671,2910.317298,12048,77,6,46,0,1,369.6
SY48591,4827.77681,0,68,29,91,0,6,326.4
SM16060,4811.740943,0,68,34,37,0,6,619.07199
FW53453,7834.151482,36094,99,28,50,1,5,456.50357
KU42210,14666.23121,0,61,0,31,0,2,439.2
XR74789,7199.645715,63328,89,19,19,0,9,427.2
GB39602,3914.719645,0,112,6,0,0,1,587.861936
SK93727,9470.273932,36121,118,7,91,0,4,1107.145019
OM37845,5479.555081,56005,68,31,30,1,3,326.4
VR45143,2488.241391,48597,71,12,63,5,1,305.697525
GF35623,5886.615741,0,81,21,37,0,4,583.2
AF47139,8406.385414,42540,70,15,52,0,2,43.548973
IS48950,8685.91529,87544,109,28,92,1,3,523.2
NC98544,25030.37545,26292,80,1,81,2,2,384.0
AD12500,17822.56375,42696,228,17,50,0,9,1273.741085
ZE59681,2798.679988,88009,71,29,21,0,1,266.52482
JQ91314,3288.6575,0,97,27,17,0,1,1026.315988
WX92260,2004.350666,0,66,16,35,4,1,316.8
MO21402,13736.1325,16181,181,22,79,0,8,1261.319869
QY41319,4411.65582,0,62,20,88,0,6,446.4
WE90911,5392.440611,75438,136,11,97,0,1,438.480672
KB90888,2561.576924,0,73,25,5,0,1,842.87608
NN87570,6057.07208,27681,83,13,62,0,9,398.4
PD94315,22256.69368,23444,196,7,62,0,2,940.8
IN65727,2693.530229,63684,68,6,87,0,1,343.889585
FB76635,4296.604128,61737,107,21,65,0,1,495.670802
RF58958,11624.82149,0,113,32,66,0,2,813.6
AZ15952,8749.496793,52373,111,2,37,0,9,186.160527
KP22549,3155.911309,58213,79,22,50,0,1,39.714767
QC34927,3317.904817,74142,83,24,60,0,1,398.4
WD87578,7821.188278,0,109,31,74,0,3,784.8
ER51965,4240.925575,49746,111,4,85,3,1,589.298521
LA53648,8992.779137,0,129,13,4,0,7,1059.572464
FX73249,7304.15545,0,104,35,79,0,3,499.2
WF53890,5217.513287,39854,66,6,4,0,7,261.930545
QL35310,2725.356404,36650,69,2,70,1,1,56.60333
FY30870,18569.50063,32756,93,18,67,0,2,381.118731
JF73533,9985.366015,36268,86,2,22,1,2,531.164627
IW70308,8257.666512,23815,73,4,47,0,2,424.330166
ZS50183,8002.308333,0,107,3,65,0,3,513.6
EU38033,5897.745369,39188,74,9,2,0,3,355.2
ZJ86769,4686.469674,58089,118,31,83,0,1,566.4
JZ90556,5943.07303,62120,74,5,39,0,8,28.31732
OQ43721,2648.471057,26540,69,15,4,0,1,378.432035
NI71089,4650.063763,28215,65,15,26,0,3,468.0
ZF84966,44856.11397,61675,123,35,54,0,2,482.550044
LN11802,26570.34335,0,100,16,36,0,2,480.0
CG92708,2951.294057,69600,74,35,28,0,1,341.396161
TH59993,2464.510412,40982,62,6,88,0,1,106.665934
WH76688,5555.830205,74015,72,12,61,0,6,471.443077
NK82261,3199.703983,0,94,6,61,0,1,1121.876091
FI93397,2776.317884,0,79,28,94,0,1,509.028102
FO33051,16355.31386,29439,146,4,10,0,2,700.8
ZE40223,7329.889139,0,108,26,94,0,4,518.4
II49996,5555.830205,74015,72,12,61,0,6,471.443077
AX71707,6383.482152,67881,79,6,70,0,4,391.039166
GF38306,7758.588506,96162,97,9,91,0,4,376.569009
TN54884,14932.09982,39049,63,30,34,0,2,294.75626
DD27635,8047.410936,29808,105,18,38,1,3,52.456587
NX84287,10861.515,65727,134,14,15,0,6,363.995013
EO38569,2195.295372,0,62,30,29,1,1,446.4
FF77476,2397.036098,22283,65,16,93,0,1,572.072106
CW92156,4070.045873,37435,105,3,22,0,1,314.441585
XA53408,5578.522348,27756,71,6,52,0,8,735.733206
CV86445,8139.525579,86876,68,9,3,0,2,118.810361
TK32843,7444.939419,0,114,21,41,0,4,863.861736
EV14053,7295.332712,34062,91,23,51,0,3,603.350571
IY38767,5325.724541,0,73,17,44,0,7,496.474767
VJ34494,2442.212317,0,69,7,10,0,1,331.2
SN36487,10307.65258,78358,128,6,75,0,3,614.4
SW88021,2461.797738,12222,67,8,70,1,1,321.6
US43945,2521.684392,41247,64,17,6,0,1,307.2
QC93181,25464.82059,13663,97,1,66,0,2,465.6
XS89049,2822.591481,25531,74,27,52,0,1,355.2
QR79788,5811.996703,58643,74,33,58,0,3,329.46648
WG51244,21850.34627,48107,190,6,34,2,2,912.0
BF56053,9320.240511,18643,119,34,41,0,5,571.2
AN97123,22305.32351,0,102,13,89,0,2,401.528957
VS30147,22118.81261,58645,110,15,44,0,2,427.723646
FY70464,7218.16275,95058,177,11,90,0,1,89.712324
BG19572,6117.034997,0,87,16,83,0,8,1032.609293
LR43989,4882.289803,19715,66,25,11,4,5,475.2
ER10834,2674.07551,68787,66,7,64,0,1,105.379402
WL46620,7724.678387,29056,66,19,2,0,2,355.531267
MO27230,4708.203284,47829,117,23,37,1,1,561.6
HD32695,4447.423455,13128,118,11,21,0,1,771.878514
ED89934,4823.558028,58946,121,5,87,0,1,486.720776
WU63862,5420.361822,31614,71,26,69,0,4,234.683628
EW27959,7583.141211,44667,65,25,53,0,2,245.661376
IG15771,3852.425156,0,111,33,76,0,1,937.824847
PJ84431,7647.451823,91512,189,6,86,0,1,907.2
RW46214,5229.68034,26540,69,13,65,1,5,331.2
VP91482,3614.078436,0,103,35,76,0,1,741.6
DZ48278,2853.512645,38798,72,24,48,0,1,332.945455
HC37968,8543.325539,0,117,0,6,0,4,561.6
CQ15251,5150.416511,65629,64,21,28,0,3,89.411365
QD36906,8723.667123,33291,73,30,2,1,2,172.226165
BG95711,16477.47799,57264,84,0,30,1,2,129.249842
HR44460,26338.58626,60970,110,20,10,0,2,94.496547
NE57101,4244.470352,34220,109,23,71,1,1,523.2
UQ34669,5757.442258,88997,72,9,71,0,3,174.041566
BL42392,4826.831451,18779,63,10,65,0,4,215.255721
WC52068,8092.87696,50825,102,3,46,0,3,369.614729
GB20532,3011.270628,0,86,18,41,0,1,569.130423
XS74432,8663.919296,29218,72,33,40,0,2,502.369442
YA10507,2471.528431,95697,61,16,55,0,1,114.273025
NL59273,5627.297887,61486,70,2,65,0,3,334.13351
BZ81849,7494.087341,0,68,6,25,0,2,326.4
MF83904,5452.625449,17723,72,3,40,0,3,345.6
MH14039,2592.437797,72421,65,8,23,0,1,312.0
XJ26467,6721.893743,36510,84,10,36,0,6,286.781601
BC53546,5500.576161,35396,70,32,12,0,3,336.0
KB58189,2550.659053,69230,63,31,13,0,1,283.241868
FF31523,7771.582097,28054,195,1,63,1,1,571.663256
EE98024,4236.301454,25866,109,20,56,0,1,523.2
QA50777,9025.067525,23675,117,4,31,0,7,707.925645
HW36182,2615.911934,0,71,22,45,0,1,340.8
SB64064,2396.219292,0,66,6,71,2,1,433.160284
MY60905,4784.416267,0,68,16,81,0,6,326.4
FB77856,3873.647046,28142,105,18,50,0,1,701.708239
XQ93931,7806.137458,23706,68,1,56,1,2,326.4
WA74455,4717.625727,0,131,0,80,0,1,628.8
GK98989,5625.908671,0,85,34,31,0,3,872.203927
VA35421,5182.941518,83527,64,19,27,1,3,39.127298
BB41401,6005.214792,26876,76,17,72,0,8,364.8
RQ16234,9837.507586,55099,122,33,86,0,3,260.265417
DO83789,5206.028448,71661,65,7,92,0,4,312.0
AK46006,36293.14678,18047,242,5,50,0,2,1350.379181
CJ59481,2837.109178,90893,70,8,82,0,1,70.712507
JL86651,11785.04181,90016,102,28,34,4,2,20.405935
AN32867,3124.933827,81285,81,18,2,2,1,441.765368
AC67315,13862.10016,96950,115,20,74,0,2,633.132017
XN90444,8200.269735,24814,69,31,48,0,2,331.2
CZ72326,8456.268179,0,90,14,16,3,2,648.0
FG18525,2124.173841,0,61,17,14,1,1,60.5975
HC25359,9045.111945,52572,113,30,22,0,3,441.623031
SM39580,3187.351993,0,85,27,29,0,1,595.160486
UU81720,8113.962284,41701,68,16,74,0,2,64.646458
WO53546,34039.05613,0,104,26,66,0,2,499.2
UH76249,9087.586819,0,80,7,77,0,2,384.0
YP79029,12519.79639,34179,107,15,26,0,2,770.4
HS79851,6057.07208,27681,83,13,62,0,9,398.4
YR49519,4967.044248,0,73,34,2,0,4,359.35328
AN21193,6933.335325,0,70,19,66,1,2,504.0
TS98462,22399.12944,78494,69,21,53,0,2,78.189401
OB11898,2162.417356,0,66,18,95,2,1,316.8
RS85283,21776.5819,56044,182,27,32,0,2,952.849701
NW19960,9095.049868,37937,116,11,42,0,5,556.8
AI11191,4228.248035,77853,106,12,76,0,1,165.237444
PF24757,6521.368813,72608,82,26,19,3,8,393.6
NY20756,10209.02324,36568,128,28,34,0,6,978.621302
EU98982,7600.443798,0,110,17,58,2,3,796.987409
GL54755,3894.623983,59578,98,1,50,1,1,403.67601
UF13251,8510.758196,26032,109,18,25,0,3,638.098653
HK16676,2712.832687,39618,68,0,55,0,1,326.4
KF80571,2258.793954,0,65,8,47,0,1,625.483498
XB43418,4815.851943,59438,124,33,55,0,1,562.667789
IA78643,8007.399376,0,112,12,93,0,3,537.6
RI97135,3008.969524,0,87,2,55,0,1,401.484738
HZ52656,2530.705137,89451,63,11,2,0,1,61.769564
BM71358,10787.11572,44695,91,26,88,0,2,147.954285
DJ42087,11923.75365,24581,101,2,86,0,2,484.8
NV98267,5186.359717,0,73,27,95,1,6,194.944319
YD27780,10103.64886,72334,129,26,66,3,6,412.829624
DZ38951,6438.995346,19831,83,8,88,0,7,398.4
VO84133,3909.636524,40361,98,3,98,0,1,71.169255
FP86246,13211.01092,74656,111,0,6,0,2,504.365927
YA37626,14616.36817,25358,126,1,13,0,2,750.58561
XW54288,3732.345012,35461,95,26,57,1,1,9.214343
ET81343,8750.643581,59047,76,2,73,3,2,364.8
CW57351,10662.63422,62409,89,16,50,0,2,392.686432
EV39201,3861.486269,93272,95,3,54,0,1,281.110788
YV40022,9807.829589,0,135,18,48,0,4,970.456654
IX44049,3252.828464,20166,83,19,28,0,1,398.4
DI51103,2711.899826,0,74,13,68,0,1,355.2
AS78838,2453.570794,29735,69,3,92,0,1,331.2
YJ16399,11228.28966,0,64,1,63,0,2,772.83851
LH52773,23020.89147,97460,114,20,62,0,2,660.135987
XF99212,2458.447909,57564,63,5,48,1,1,302.4
CL52383,11160.07706,33232,94,21,81,0,2,435.527845
DD28380,13118.74322,11854,113,19,64,0,2,807.721213
CP87192,6120.185345,23843,79,1,42,0,5,344.693511
MH43755,13881.03947,17961,181,28,51,0,3,476.707749
KT38145,4787.472973,0,64,17,84,0,3,360.110955
FU65756,8177.048957,54695,103,6,94,0,5,494.4
YG92601,3309.248219,85632,82,23,4,0,1,7.2574
MZ63755,14635.45158,0,139,5,56,0,2,667.2
BI33231,5120.615661,0,76,11,14,4,3,277.220384
ZD71862,19253.03441,39895,160,32,45,0,2,765.591167
VT87641,6646.749298,95815,82,6,95,0,3,393.6
TN61016,8742.472473,37224,74,8,23,0,2,355.2
PX27645,8467.369513,0,122,2,73,0,5,1100.088685
IS53899,6992.531494,94652,86,18,88,0,3,412.8
KC69320,13037.03339,28582,112,27,24,0,2,537.6
WR86431,10883.78785,91123,138,32,70,3,8,103.462381
TY27229,9114.276632,85942,116,16,36,2,5,79.340118
LC42182,30442.53824,64321,253,4,75,0,2,422.438297
SZ64974,5104.354719,77025,64,18,44,2,3,380.917107
AH89786,2174.111987,16997,65,35,62,3,1,468.0
QO70290,9890.210998,52408,125,13,12,0,9,179.125777
IR78670,8719.125849,0,116,7,73,1,7,556.8
OU24549,8516.751366,37573,112,3,21,3,3,537.6
OO96263,11606.84868,45893,97,3,75,0,2,465.6
SY86059,3731.504584,0,96,31,34,0,1,460.8
JZ76788,3303.090814,29385,88,18,8,2,1,422.4
AB23825,8888.875454,21509,81,24,24,1,2,413.492922
BH61137,8173.50314,68144,70,29,98,4,2,336.0
QW21716,4923.950434,31093,63,3,78,0,3,302.4
IU95336,2823.501795,24350,73,6,89,3,1,350.4
TY22591,7824.372789,32823,100,1,36,0,8,480.0
VR18539,8311.854644,44843,105,14,34,0,3,391.419263
GD89605,5384.532684,59364,67,25,56,0,5,321.6
RD47708,3978.665051,39101,99,34,24,0,1,167.174678
XH47201,6237.507291,0,90,2,46,1,3,432.0
TW62773,6969.880958,27604,92,20,45,1,9,441.6
QP77560,5024.029643,91603,64,18,37,5,8,307.2
QV66305,8414.080425,59828,104,25,49,0,8,499.2
WC83676,2801.562831,33247,72,26,47,0,1,284.956298
QD98396,5010.917847,45867,126,31,12,0,1,604.8
AM36670,4997.780688,54827,64,17,88,0,3,132.947215
CJ78727,2236.085718,0,64,12,56,3,1,307.2
GN61665,10934.73726,47170,139,4,57,0,3,667.2
HY49431,3289.132998,21947,83,17,66,0,1,366.90936
IK82336,14014.10119,39018,117,11,94,0,2,561.6
WA16954,5604.330774,20252,71,0,64,0,3,198.227061
QD69852,2912.235077,0,88,29,81,0,1,633.6
XG47945,5616.845326,48602,70,30,46,0,5,487.884823
UV57184,7504.685954,97849,62,32,45,0,2,183.117146
JU55710,3746.751625,41479,94,14,38,1,1,19.575683
PT50287,2959.819985,69746,74,17,91,0,1,225.032781
AB73565,7725.535708,96748,96,13,68,0,9,460.8
PK20739,13248.63735,25074,112,17,8,0,2,537.6
XI85062,2717.781848,66463,68,28,80,0,1,326.4
KA77514,2734.149158,34865,69,15,16,0,1,255.946801
ND80148,9199.388961,37399,116,30,22,0,3,392.826082
AK72422,29049.71315,21070,195,6,47,0,2,1404.0
LN49978,4956.620638,31562,66,9,5,4,7,316.8
RZ80299,5574.959174,54684,71,28,49,2,3,487.070965
QU53781,9192.592887,37388,117,30,21,0,5,561.6
MD70013,3878.770231,84981,96,6,96,0,1,4.719043
QD97878,4419.116971,24046,116,27,47,0,1,556.8
WK24299,4772.943848,20993,133,35,90,0,1,638.4
RJ45123,9101.523916,48029,116,9,79,0,7,556.8
HM33037,7609.089616,16233,197,17,68,0,1,1418.4
QY70905,2668.662697,30718,67,26,49,1,1,321.6
YL86561,5141.976413,60277,65,32,19,0,7,146.390518
LK40971,7451.49202,0,107,6,63,0,8,770.4
UI44314,2620.167098,31911,68,13,65,0,1,245.893663
NN44612,4909.844198,61402,62,1,69,0,3,252.157829
MA37431,8023.075248,34335,101,18,55,0,3,484.8
DP57381,20446.6023,71467,86,5,34,0,2,324.879569
PX45824,4966.848441,0,74,25,60,0,9,532.8
OG17838,3549.016697,36168,90,16,14,0,1,432.0
WG37485,5350.367001,58357,137,27,76,2,1,708.220713
RV95842,8065.234637,29692,77,3,53,0,2,449.352139
NG13451,7892.824093,29215,67,7,15,0,2,327.656191
UQ82778,4540.9925,0,61,14,4,0,3,486.121464
ZG16710,2852.527169,26841,74,33,17,1,1,418.534381
OT53330,10720.41744,34837,139,4,2,1,4,667.2
LZ12396,4795.387295,33068,61,6,77,1,6,213.038013
UU77151,5182.393447,44820,133,12,62,3,1,336.13217
CD71877,22620.74841,49564,193,22,82,0,2,286.370988
PA95799,2320.750557,19581,61,32,27,0,1,377.24342
FK28721,7714.650119,0,74,33,24,0,2,532.8
CM42637,7880.337212,23129,70,10,74,0,2,491.65337
CI47242,9029.940704,0,138,23,93,0,3,1376.958592
FE46445,6965.423975,25411,86,8,73,0,8,242.807725
PD32854,15114.40241,28513,100,4,22,1,2,480.0
GV35061,22523.7063,69346,63,27,42,1,2,246.284609
BG44829,10760.17612,74835,133,14,89,0,7,107.645982
RH83684,5808.932598,43282,72,3,3,0,3,166.799814
SB82356,30591.61257,11276,91,22,10,1,2,436.8
TW49116,2220.187426,0,62,11,52,2,1,311.506082
RJ39700,4914.035833,10037,71,14,29,0,3,292.181494
LO40410,2395.57,21986,63,1,9,0,1,333.696228
SX85653,5522.524223,85609,136,22,17,0,1,652.8
PH91033,15808.75757,86347,130,17,93,0,2,593.779554
LC69427,2827.328603,20368,72,30,36,0,1,345.6
MZ85889,5421.524497,25778,68,29,34,0,3,20.141289
GL82358,2514.59196,43860,65,15,58,0,1,156.124914
AM94127,5157.642282,93303,65,11,96,0,5,40.757983
TO19482,4874.665223,67467,61,4,22,0,9,365.879938
WA68850,4198.02525,30598,106,13,21,0,1,508.8
ER97256,5380.898636,55350,67,0,13,0,9,321.6
CK85904,13466.92071,11432,119,11,9,0,2,571.2
GH30325,2424.424678,27093,61,10,19,0,1,292.8
LG98245,3823.853815,0,108,32,95,0,1,777.6
KW31376,13883.32934,0,197,3,85,0,9,1418.4
XZ45224,2438.533897,38961,62,5,19,0,1,297.6
HD56196,34090.03598,51840,94,10,75,0,2,33.747903
EM39400,2840.302575,79181,72,1,24,0,1,241.277426
FP39090,24127.50402,14072,71,13,3,0,2,511.2
CE17166,7596.143777,56225,97,10,95,0,3,465.6
HF67477,15096.27023,14909,199,31,95,0,6,1238.077611
GJ79432,6005.214792,26876,76,17,72,0,8,364.8
ZE17448,3455.23067,68401,88,14,14,0,1,242.254164
SK65854,5728.581037,29730,72,1,76,0,3,463.21435
RT23641,5163.228365,35577,130,1,6,0,1,574.51239
PY79113,2602.650842,41958,66,15,49,1,1,206.818326
EP61197,32643.07651,77915,115,4,61,0,2,552.0
IL12516,2789.74739,15514,74,20,24,0,1,355.2
BF55854,11250.09857,29505,284,2,70,0,1,1979.444237
GP19791,16510.96722,31356,68,25,13,0,2,326.4
II16403,7607.983712,31456,199,5,61,0,1,436.695385
SS28002,5603.73932,95284,69,6,35,0,4,327.647322
VT97066,6674.44805,0,98,7,24,0,9,931.648937
FH97700,4049.415027,62864,104,20,14,0,1,171.213743
NB96938,4958.016206,22842,65,20,53,0,9,468.0
HY32811,7850.128057,67186,66,22,20,0,2,184.936711
MB69465,6382.583452,0,87,14,67,0,3,417.6
LE12086,5737.499595,68946,71,15,31,0,8,309.627788
IO89174,7688.023506,56680,100,9,78,2,3,480.0
DB26077,4873.436612,18866,126,4,62,0,1,604.8
NB98740,2824.681217,82875,70,5,20,0,1,455.337179
EL82767,3722.368016,0,109,25,61,2,1,523.2
AK54675,5535.963648,84863,138,28,40,0,1,691.697458
EW67766,4727.8341,0,127,24,58,0,1,609.6
JS36743,2378.667328,54753,61,5,99,0,1,292.8
TV20901,9337.895228,76381,116,23,33,0,4,556.8
LQ20969,6189.994337,59523,78,0,62,1,8,343.789779
BZ33435,5638.262608,56017,71,1,98,0,6,51.995897
OA55110,5264.361755,14306,74,31,22,3,7,355.061143
YJ42538,4035.68383,21359,101,25,5,0,1,484.8
XB64207,4117.4697,86101,102,4,73,0,1,344.736945
KZ80424,8382.478392,25998,71,16,38,0,2,791.878042
BC34309,2435.147986,64341,61,4,81,0,1,79.934072
JC34468,6599.081932,36060,165,27,55,0,1,774.558233
ON34922,5353.932122,61894,67,22,38,0,4,266.996814
MQ93707,6747.524275,26721,65,18,64,3,2,312.0
SY28542,7412.135256,59940,94,17,9,0,3,303.098944
RA29518,5512.342258,45971,138,15,91,0,1,139.826393
No34698,4015.34005,80055,100,30,83,0,1,121.945071
VK37392,7772.473464,58345,98,1,6,0,6,346.971517
LJ43082,4638.945365,0,71,33,48,3,7,143.276484
FI90697,10507.50144,76549,132,3,5,0,3,616.349424
DR93103,17556.99121,36212,73,25,57,0,2,119.033795
XR37151,9103.700091,0,131,18,41,0,3,628.8
ZZ43513,13110.54899,73597,114,5,8,5,2,485.183645
QW81912,8006.219948,63762,99,13,55,0,4,108.161276
AZ50087,6807.271588,32787,86,3,86,0,7,568.58486
HQ87008,2627.610202,94962,67,10,48,4,1,321.6
FM30352,9095.744565,0,256,30,32,0,1,1943.772393
PD30266,5015.643575,73809,125,5,57,0,1,537.315879
GA50461,4726.869327,13037,124,28,49,0,1,839.348464
FY84962,3059.182181,0,88,5,85,0,1,989.200247
GT14584,4122.569957,75272,103,22,10,0,1,71.647924
IA87250,2620.903729,39278,66,29,45,0,1,65.590217
MM67983,4938.893241,36913,62,22,37,0,9,90.569696
MW40110,4691.043597,0,74,19,11,1,3,407.218947
SH93005,6005.847375,13528,86,21,35,0,3,412.8
KD69941,4941.650159,0,137,17,5,0,1,986.4
JV38934,2254.402024,0,65,3,95,1,1,768.797656
XI16714,2554.032052,0,72,32,14,0,1,405.804184
DG68667,8123.955566,12617,108,5,43,0,8,648.925597
AR40217,19079.09518,42754,65,5,56,4,2,279.715067
IM73868,10461.58298,0,155,23,62,0,5,1116.0
BR44176,4669.22664,76157,116,15,80,0,1,556.8
MY51849,4903.810606,0,66,19,29,0,8,469.6093
FQ61281,83325.38119,58958,231,31,74,0,2,1108.8
NJ72300,8009.028202,0,107,5,8,0,3,740.963933
YO81740,23895.6779,0,98,0,57,0,2,705.6
WM25415,7732.385103,34430,65,6,15,0,2,184.958966
GU41036,9416.28441,13411,127,27,81,0,7,609.6
NN66592,5923.518828,73758,74,24,87,0,7,301.562622
TO29918,3833.066768,0,116,34,82,2,1,1397.954723
PF53601,28432.00202,17130,198,1,58,0,2,950.4
TF61492,5553.756551,0,92,30,64,3,9,662.4
PD52748,10036.53634,0,134,15,92,1,8,1353.28906
TF68928,6575.53817,10517,92,14,65,0,3,441.540848
VZ79366,4362.931238,58842,110,6,74,0,1,528.0
SQ53118,7873.708219,22355,71,27,9,3,2,340.8
QZ56257,13021.0853,0,223,26,40,5,7,1605.6
ZI34278,4492.23348,21137,61,29,62,1,6,292.8
ZB82406,6650.456653,0,99,16,65,2,3,712.8
OP93305,11093.71591,78255,95,14,88,0,2,456.0
CK31454,5107.163002,35625,65,10,56,1,3,288.572108
FX81675,7334.328083,87957,61,31,63,0,2,308.321335
BK85520,4996.564694,25915,64,13,62,0,7,317.979988
KB18303,8658.863813,62464,109,23,45,0,4,400.181882
GX47381,9657.579498,0,131,34,61,0,9,628.8
RX31862,6176.700392,49529,78,4,78,0,3,234.723464
YQ58965,2867.312197,23376,78,19,18,0,1,374.4
HG60406,2821.448707,0,81,21,78,0,1,583.2
BC52397,2843.557702,67952,71,16,0,0,1,167.405624
AR69517,11790.49617,25251,66,13,43,0,2,316.8
JJ23168,7785.666532,20497,65,17,94,0,2,425.358596
NB39218,12315.09489,68420,104,5,27,1,2,499.2
FP95606,4810.97858,24711,122,31,93,0,1,259.998169
YP27180,27279.33647,76530,119,35,9,4,2,254.149197
JK74110,3980.421464,98333,99,16,69,1,1,459.048775
MC85738,14635.45158,0,139,5,56,0,2,667.2
CE78778,3761.792015,0,106,25,47,1,1,1116.943654
LT72149,5619.689084,0,153,25,5,0,1,1027.000029
ZC89812,5304.541694,0,74,18,29,0,8,532.8
GF68713,3207.468733,24695,82,0,88,0,1,393.6
HB23001,8697.787865,26287,111,6,11,0,8,279.378884
DH99299,8717.049833,83846,74,22,94,3,2,355.2
RA61917,8029.715047,76081,68,14,3,0,2,384.210821
KM65135,4763.327142,14957,66,24,68,0,8,316.8
RR37482,23055.57229,41727,117,18,84,1,2,82.25632
WM24870,5383.670919,89092,68,31,30,2,3,91.8198
EC78254,8409.668976,53986,70,22,37,1,2,127.886591
CQ19667,4257.477861,49853,109,17,47,0,1,679.534284
AY43037,14708.99565,36670,189,30,44,0,3,907.2
GN36177,2593.818427,43626,67,9,80,0,1,321.6
VL36269,2466.581354,0,70,6,18,0,1,504.0
UA58104,7933.820656,76505,65,32,89,0,2,144.051716
GR12431,36860.72688,66216,103,34,58,0,2,96.723812
IV37346,7412.029748,52497,63,22,46,0,2,302.4
VU99589,34611.37896,20090,109,10,59,0,2,523.2
VV61641,18726.15325,0,185,7,47,2,2,1543.932434
ZY26831,7249.065093,37751,93,15,42,0,3,56.692777
IP84574,8193.091589,54840,72,18,59,3,2,468.728516
XF33416,8692.282356,31986,111,13,83,0,6,532.8
PV62583,9799.175061,22166,126,10,22,0,6,604.8
QK29271,14084.48944,0,208,22,92,0,3,2270.508697
ZF58696,13104.14911,0,130,7,31,0,2,1430.548077
PK37320,2628.657528,83838,65,1,74,0,1,281.405931
EP35930,5245.683756,46061,65,23,95,0,3,21.612658
TS34391,8092.87696,50825,102,3,46,0,3,369.614729
ST65635,2719.506996,14030,72,11,3,0,1,345.6
AQ25590,5445.373289,20282,79,19,8,3,6,507.549315
QK37708,4514.247473,50146,116,6,44,1,1,759.291202
EY83434,22029.1505,0,121,27,58,0,2,580.8
DQ55516,5408.892351,20472,139,34,61,0,1,667.2
KS72802,3768.371028,85751,93,6,3,0,1,391.210704
PE32165,27934.62373,76912,116,0,55,2,2,169.226996
XO78284,3887.324208,96335,97,7,43,0,1,161.388136
HS39343,7475.784971,29633,196,26,57,0,1,534.653787
ZF77631,22758.91192,80540,63,27,74,0,2,65.845112
ZE60021,5124.79641,14465,135,30,50,1,1,944.506601
IU15885,4900.336708,0,66,35,75,0,4,316.8
HI16116,5278.6471,29899,66,21,31,0,3,419.302975
WH41496,4821.986443,0,136,28,87,0,1,652.8
IQ24777,8044.872393,71391,67,29,39,0,2,284.000172
CA55066,12157.32992,57449,103,6,28,0,2,494.4
LG87047,18591.54967,14209,62,34,36,0,2,297.6
TK38732,4873.350518,47824,129,8,56,3,1,546.046853
KH94432,5338.525632,48696,66,21,31,0,6,48.762193
ID21652,2878.766728,79189,71,11,79,0,1,56.092247
RV90030,8473.46358,0,116,0,8,2,8,1148.461246
CK36026,3440.361969,23870,91,4,92,0,1,500.577875
UR27848,17497.52201,0,73,9,94,0,2,350.4
KP68957,2544.337548,41059,64,6,12,0,1,151.670029
LC86277,3336.219942,19447,89,6,6,0,1,640.8
UW55977,5206.108215,94392,65,3,89,1,8,156.18031
RE46032,43290.49543,23203,132,21,71,0,2,1158.79311
CG69038,4817.992644,38157,61,2,39,0,4,81.53233
IR73545,13727.79972,0,126,12,4,0,2,604.8
CR85257,4996.545123,99761,63,0,73,0,3,452.246664
JX88012,7960.007541,98350,101,14,35,3,3,289.181979
ED44765,7367.653764,25318,63,4,8,2,2,302.4
TW81986,5632.613078,51721,139,18,98,0,1,625.282599
HA56889,3884.8552,0,114,35,9,0,1,851.031598
EB72669,4518.024385,0,78,7,65,3,6,374.4
CH95772,2565.124294,68321,66,31,44,0,1,198.263056
OZ62735,15487.44072,69161,129,24,50,0,2,441.138769
UN50538,6395.351807,72667,80,2,58,0,9,383.228397
JS76871,8639.088723,62082,72,15,57,0,2,91.036967
UG42487,9806.215757,0,87,15,26,0,2,626.4
TB56369,12472.1199,36551,107,12,25,0,2,53.837271
ZN27753,5794.565797,70524,73,18,5,0,4,350.4
FH22442,2619.027206,60477,65,12,38,0,1,139.841411
LV81383,3731.504584,0,96,31,34,0,1,460.8
HI34993,5421.018201,40376,69,16,46,0,8,427.874055
KW59167,6521.368813,72608,82,26,19,3,8,393.6
BL44722,41787.90343,46587,119,34,74,2,2,571.2
QV11152,9613.613215,34398,61,10,18,1,2,292.8
SG53084,4766.645359,70432,61,16,49,3,4,6.422285
