index,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer__lifetime__value,income,monthly__premium__auto,months__since__last__claim,months__since__policy__inception,number_of__open__complaints,number_of__policies
5505,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize,9095.049868,37937,116,11,42,0,5
5506,Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,4228.248035,77853,106,12,76,0,1
5507,Arizona,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,6521.368813,72608,82,26,19,3,8
5508,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,10209.02324,36568,128,28,34,0,6
5509,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,7600.443798,0,110,17,58,2,3
5510,Washington,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,3894.623983,59578,98,1,50,1,1
5511,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,SUV,Medsize,8510.758196,26032,109,18,25,0,3
5512,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small,2712.832687,39618,68,0,55,0,1
5513,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,2258.793954,0,65,8,47,0,1
5514,California,No,Extended,College,Employed,M,Urban,Single,Special Auto,Special L2,Offer3,Branch,SUV,Small,4815.851943,59438,124,33,55,0,1
5515,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Sports Car,Medsize,8007.399376,0,112,12,93,0,3
5516,Washington,No,Extended,Bachelor,Unemployed,M,Urban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,3008.969524,0,87,2,55,0,1
5517,Washington,Yes,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,2530.705137,89451,63,11,2,0,1
5518,Arizona,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,10787.11572,44695,91,26,88,0,2
5519,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,11923.75365,24581,101,2,86,0,2
5520,Arizona,No,Basic,Bachelor,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,5186.359717,0,73,27,95,1,6
5521,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer3,Call Center,SUV,Medsize,10103.64886,72334,129,26,66,3,6
5522,Oregon,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,6438.995346,19831,83,8,88,0,7
5523,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,3909.636524,40361,98,3,98,0,1
5524,California,No,Premium,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,13211.01092,74656,111,0,6,0,2
5525,Oregon,No,Extended,Master,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,SUV,Medsize,14616.36817,25358,126,1,13,0,2
5526,California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,3732.345012,35461,95,26,57,1,1
5527,California,No,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,8750.643581,59047,76,2,73,3,2
5528,Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,10662.63422,62409,89,16,50,0,2
5529,California,Yes,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,3861.486269,93272,95,3,54,0,1
5530,California,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize,9807.829589,0,135,18,48,0,4
5531,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize,3252.828464,20166,83,19,28,0,1
5532,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small,2711.899826,0,74,13,68,0,1
5533,California,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2453.570794,29735,69,3,92,0,1
5534,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize,11228.28966,0,64,1,63,0,2
5536,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Two-Door Car,Medsize,2458.447909,57564,63,5,48,1,1
5537,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Special Auto,Special L2,Offer3,Branch,Four-Door Car,Medsize,11160.07706,33232,94,21,81,0,2
5538,Arizona,No,Premium,College,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,13118.74322,11854,113,19,64,0,2
5539,California,No,Extended,College,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,6120.185345,23843,79,1,42,0,5
5541,California,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,4787.472973,0,64,17,84,0,3
5542,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,8177.048957,54695,103,6,94,0,5
5543,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,3309.248219,85632,82,23,4,0,1
5544,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,14635.45158,0,139,5,56,0,2
5545,California,No,Extended,High School or Below,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,5120.615661,0,76,11,14,4,3
5547,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Small,6646.749298,95815,82,6,95,0,3
5548,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small,8742.472473,37224,74,8,23,0,2
5549,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,8467.369513,0,122,2,73,0,5
5550,Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,6992.531494,94652,86,18,88,0,3
5551,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Small,13037.03339,28582,112,27,24,0,2
5552,Nevada,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,10883.78785,91123,138,32,70,3,8
5553,Arizona,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,9114.276632,85942,116,16,36,2,5
5555,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,5104.354719,77025,64,18,44,2,3
5556,Oregon,No,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,2174.111987,16997,65,35,62,3,1
5557,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Medsize,9890.210998,52408,125,13,12,0,9
5558,California,No,Premium,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large,8719.125849,0,116,7,73,1,7
5559,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Call Center,SUV,Medsize,8516.751366,37573,112,3,21,3,3
5560,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,11606.84868,45893,97,3,75,0,2
5561,California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Large,3731.504584,0,96,31,34,0,1
5562,Nevada,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small,3303.090814,29385,88,18,8,2,1
5563,California,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Agent,Two-Door Car,Medsize,8888.875454,21509,81,24,24,1,2
5564,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Large,8173.50314,68144,70,29,98,4,2
5565,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,4923.950434,31093,63,3,78,0,3
5566,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,2823.501795,24350,73,6,89,3,1
5567,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,7824.372789,32823,100,1,36,0,8
5568,Washington,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,8311.854644,44843,105,14,34,0,3
5569,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Small,5384.532684,59364,67,25,56,0,5
5570,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,3978.665051,39101,99,34,24,0,1
5571,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Medsize,6237.507291,0,90,2,46,1,3
5572,Washington,No,Extended,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,6969.880958,27604,92,20,45,1,9
5573,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Large,5024.029643,91603,64,18,37,5,8
5574,Washington,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,SUV,Large,8414.080425,59828,104,25,49,0,8
5575,Nevada,No,Basic,College,Employed,M,Urban,Married,Special Auto,Special L3,Offer2,Web,Four-Door Car,Medsize,2801.562831,33247,72,26,47,0,1
5576,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize,5010.917847,45867,126,31,12,0,1
5577,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,4997.780688,54827,64,17,88,0,3
5578,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Call Center,Two-Door Car,Medsize,2236.085718,0,64,12,56,3,1
5579,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Sports Car,Medsize,10934.73726,47170,139,4,57,0,3
5580,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,3289.132998,21947,83,17,66,0,1
5581,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Small,14014.10119,39018,117,11,94,0,2
5582,Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,5604.330774,20252,71,0,64,0,3
5583,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,2912.235077,0,88,29,81,0,1
5584,Oregon,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Small,5616.845326,48602,70,30,46,0,5
5585,California,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Special L3,Offer4,Agent,Four-Door Car,Small,7504.685954,97849,62,32,45,0,2
5586,Oregon,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Large,3746.751625,41479,94,14,38,1,1
5587,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,2959.819985,69746,74,17,91,0,1
5588,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,7725.535708,96748,96,13,68,0,9
5589,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,13248.63735,25074,112,17,8,0,2
5590,Nevada,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,2717.781848,66463,68,28,80,0,1
5591,Washington,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer3,Call Center,Four-Door Car,Medsize,2734.149158,34865,69,15,16,0,1
5592,California,No,Premium,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,9199.388961,37399,116,30,22,0,3
5594,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,4956.620638,31562,66,9,5,4,7
5595,California,No,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,5574.959174,54684,71,28,49,2,3
5596,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Branch,SUV,Medsize,9192.592887,37388,117,30,21,0,5
5597,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,3878.770231,84981,96,6,96,0,1
5598,Nevada,No,Premium,Master,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Small,4419.116971,24046,116,27,47,0,1
5599,California,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,4772.943848,20993,133,35,90,0,1
5600,Oregon,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,9101.523916,48029,116,9,79,0,7
5602,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,2668.662697,30718,67,26,49,1,1
5603,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,5141.976413,60277,65,32,19,0,7
5604,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,7451.49202,0,107,6,63,0,8
5605,Arizona,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2620.167098,31911,68,13,65,0,1
5606,Nevada,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,4909.844198,61402,62,1,69,0,3
5607,California,No,Premium,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Call Center,Two-Door Car,Small,8023.075248,34335,101,18,55,0,3
5609,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,4966.848441,0,74,25,60,0,9
5610,Washington,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,3549.016697,36168,90,16,14,0,1
5611,Oregon,No,Extended,College,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Sports Car,Medsize,5350.367001,58357,137,27,76,2,1
5612,California,No,Extended,College,Retired,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,8065.234637,29692,77,3,53,0,2
5613,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,7892.824093,29215,67,7,15,0,2
5614,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,4540.9925,0,61,14,4,0,3
5615,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,2852.527169,26841,74,33,17,1,1
5616,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,10720.41744,34837,139,4,2,1,4
5617,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,4795.387295,33068,61,6,77,1,6
5618,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize,5182.393447,44820,133,12,62,3,1
5620,Arizona,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,2320.750557,19581,61,32,27,0,1
5621,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Agent,Two-Door Car,Medsize,7714.650119,0,74,33,24,0,2
5622,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,7880.337212,23129,70,10,74,0,2
5623,Washington,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Small,9029.940704,0,138,23,93,0,3
5624,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,6965.423975,25411,86,8,73,0,8
5625,Arizona,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Medsize,15114.40241,28513,100,4,22,1,2
5627,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize,10760.17612,74835,133,14,89,0,7
5628,Oregon,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Web,Two-Door Car,Medsize,5808.932598,43282,72,3,3,0,3
5630,Nevada,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2220.187426,0,62,11,52,2,1
5631,Oregon,No,Basic,Bachelor,Medical Leave,M,Urban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,4914.035833,10037,71,14,29,0,3
5632,Oregon,Yes,Basic,Doctor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,2395.57,21986,63,1,9,0,1
5633,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,5522.524223,85609,136,22,17,0,1
5634,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Web,Sports Car,Medsize,15808.75757,86347,130,17,93,0,2
5635,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Small,2827.328603,20368,72,30,36,0,1
5636,California,No,Basic,Master,Employed,F,Rural,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,Two-Door Car,Large,5421.524497,25778,68,29,34,0,3
5637,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2514.59196,43860,65,15,58,0,1
5638,Oregon,No,Basic,College,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,5157.642282,93303,65,11,96,0,5
5639,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Medsize,4874.665223,67467,61,4,22,0,9
5640,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize,4198.02525,30598,106,13,21,0,1
5641,Arizona,Yes,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,5380.898636,55350,67,0,13,0,9
5642,California,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Small,13466.92071,11432,119,11,9,0,2
5643,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,2424.424678,27093,61,10,19,0,1
5644,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,3823.853815,0,108,32,95,0,1
5646,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,2438.533897,38961,62,5,19,0,1
5648,Nevada,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2840.302575,79181,72,1,24,0,1
5650,California,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,7596.143777,56225,97,10,95,0,3
