,Customer,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer_id,Year,Effective To Date
5902,EV,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Offer1,Web,SUV,Small,46476,2011,2011-02-16
5903,HB,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Large,59616,2011,2011-02-09
5904,RA,California,No,Basic,High School or Below,Disabled,M,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,34556,2011,2011-01-23
5905,NB,Arizona,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,87421,2011,2011-01-23
5906,HR,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Luxury Car,Small,64765,2011,2011-02-04
5907,FM,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car,Medsize,70419,2011,2011-01-16
5908,GX,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize,51965,2011,2011-02-17
5909,OS,Oregon,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,75351,2011,2011-01-31
5910,TU,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,25694,2011,2011-01-06
5911,JS,Nevada,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,90115,2011,2011-01-09
5912,KW,Washington,No,Basic,College,Employed,M,Suburban,Married,Special Auto,Offer1,Branch,Four-Door Car,Small,93227,2011,2011-02-11
5913,SU,California,No,Extended,College,Unemployed,M,Urban,Married,Personal Auto,Offer1,Branch,SUV,Small,41739,2011,2011-01-18
5914,TV,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize,75816,2011,2011-02-19
5915,RS,Washington,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize,54064,2011,2011-02-27
5916,OB,Arizona,No,Basic,Doctor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Small,63331,2011,2011-01-27
5917,TI,Arizona,No,Basic,Master,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Small,58610,2011,2011-02-15
5918,TJ,Nevada,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,82551,2011,2011-01-25
5919,ZO,Oregon,No,Basic,Master,Disabled,F,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize,43755,2011,2011-02-11
5920,VG,California,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,SUV,Medsize,16827,2011,2011-01-16
5921,KJ,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,48497,2011,2011-02-02
5922,,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Large,27429,2011,2011-01-15
5923,AZ,Washington,Yes,Basic,Master,Retired,F,Urban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,38648,2011,2011-01-20
5924,SR,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,53077,2011,2011-02-13
5925,UO,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,12263,2011,2011-02-28
5926,BC,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Small,86800,2011,2011-01-24
5927,ZQ,Nevada,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer1,Web,Four-Door Car,Large,28996,2011,2011-01-01
5928,JI,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Small,42730,2011,2011-02-03
5929,VF,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,21170,2011,2011-01-19
5930,MP,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Small,25903,2011,2011-01-09
5931,YH,California,No,Basic,College,Medical Leave,F,Suburban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Small,24323,2011,2011-02-03
5932,XB,Arizona,No,Basic,Doctor,Disabled,M,Suburban,Single,Personal Auto,Offer3,Agent,Sports Car,Medsize,86235,2011,2011-02-08
5933,WR,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Offer1,Web,SUV,Medsize,53191,2011,2011-02-16
5934,UM,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Web,Luxury SUV,Small,83813,2011,2011-02-06
5935,JW,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,45704,2011,2011-02-07
5936,PV,California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,26437,2011,2011-01-12
5937,AX,Oregon,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Offer3,Call Center,Two-Door Car,Medsize,39008,2011,2011-01-02
5938,DJ,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Offer2,Agent,Four-Door Car,Medsize,52170,2011,2011-01-10
5939,RM,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,34371,2011,2011-02-25
5940,TZ,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Branch,Two-Door Car,Small,65661,2011,2011-01-15
5941,YD,California,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Small,74214,2011,2011-01-28
5942,AR,Nevada,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer1,Agent,SUV,Medsize,99766,2011,2011-01-20
5943,ZA,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,30025,2011,2011-02-24
5944,IE,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,85867,2011,2011-01-31
5945,XK,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,SUV,Medsize,52242,2011,2011-01-31
5946,RP,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer3,Web,Two-Door Car,Medsize,12388,2011,2011-01-15
5947,TP,California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Small,30316,2011,2011-02-08
5948,RS,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,60249,2011,2011-01-10
5949,AL,Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Agent,SUV,Medsize,50693,2011,2011-01-07
5950,SH,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,36838,2011,2011-01-23
5951,CV,Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Small,44550,2011,2011-01-18
5952,YO,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Offer1,Branch,Two-Door Car,Medsize,23637,2011,2011-02-24
5953,AJ,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,32539,2011,2011-02-27
5954,VQ,Washington,No,Extended,Master,Employed,F,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car,Small,48245,2011,2011-02-28
5955,ID,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Sports Car,Medsize,15010,2011,2011-01-18
5956,RH,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,28799,2011,2011-02-23
5957,WC,Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer4,Web,Two-Door Car,Small,72942,2011,2011-02-08
5958,HT,California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer2,Agent,SUV,Medsize,92952,2011,2011-01-21
5959,LR,Nevada,No,Basic,Doctor,Medical Leave,F,Suburban,Married,Personal Auto,Offer3,Web,SUV,Medsize,82110,2011,2011-01-27
5960,JE,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car,Small,19783,2011,2011-01-06
5961,MX,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,97096,2011,2011-02-18
5962,TD,Arizona,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,51026,2011,2011-02-25
5963,SD,California,No,Basic,Master,Retired,F,Urban,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize,75391,2011,2011-01-24
5964,CN,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,29830,2011,2011-01-27
5965,RV,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,52244,2011,2011-02-20
5966,WA,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Large,59097,2011,2011-02-04
5967,TV,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,23956,2011,2011-02-23
5968,XQ,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,81794,2011,2011-02-25
5969,BB,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,21794,2011,2011-02-07
5970,HC,Arizona,No,Extended,College,Employed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize,63693,2011,2011-02-27
5971,KJ,Washington,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,55021,2011,2011-01-21
5972,HX,Oregon,No,Extended,Master,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,45529,2011,2011-02-04
5973,XY,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,78443,2011,2011-02-12
5974,KQ,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,38375,2011,2011-02-10
5975,HC,Washington,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer3,Branch,Four-Door Car,Large,66205,2011,2011-01-25
5976,KF,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Call Center,Two-Door Car,Large,62288,2011,2011-01-22
5977,YE,Arizona,No,Extended,College,Medical Leave,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Small,46109,2011,2011-01-09
5978,TT,Arizona,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,30338,2011,2011-02-10
5979,MC,Washington,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small,22692,2011,2011-01-19
5980,FW,Washington,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Large,17421,2011,2011-01-19
5981,KE,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,83023,2011,2011-02-11
5982,HT,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Small,96569,2011,2011-02-23
5983,GO,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Small,27855,2011,2011-01-23
5984,UX,California,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Offer1,Call Center,Luxury Car,Small,71974,2011,2011-01-04
5985,QT,Arizona,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer1,Web,Two-Door Car,Large,97406,2011,2011-01-11
5986,QQ,Washington,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,37605,2011,2011-02-01
5987,BL,Oregon,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize,79888,2011,2011-01-14
5988,WF,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car,Small,91295,2011,2011-02-03
5989,NQ,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,SUV,Medsize,92014,2011,2011-02-11
5990,RP,Washington,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Small,33869,2011,2011-02-19
5991,TS,Oregon,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Offer2,Branch,SUV,Medsize,31001,2011,2011-02-02
5992,NE,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Large,58217,2011,2011-02-19
5993,BV,Arizona,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,57364,2011,2011-02-05
5994,FS,Nevada,No,Basic,Doctor,Employed,F,Rural,Divorced,Personal Auto,Offer4,Web,Four-Door Car,Small,84707,2011,2011-01-03
5995,AN,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer4,Web,Four-Door Car,Medsize,80983,2011,2011-01-23
5996,UU,California,No,Basic,High School or Below,Employed,M,Urban,Married,Special Auto,Offer1,Agent,Two-Door Car,Medsize,84036,2011,2011-01-01
5997,XQ,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,51968,2011,2011-01-01
5998,CY,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Small,59740,2011,2011-01-18
5999,XT,Arizona,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,SUV,Large,58648,2011,2011-01-02
6000,WZ,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small,63975,2011,2011-02-04
6001,RQ,Arizona,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,72272,2011,2011-02-11
6002,FR,Oregon,No,Basic,Master,Medical Leave,F,Suburban,Divorced,Corporate Auto,Offer1,Web,Four-Door Car,Medsize,34560,2011,2011-02-23
6003,EF,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Call Center,SUV,Large,99768,2011,2011-02-20
6004,LW,Nevada,No,Premium,College,Employed,F,Rural,Divorced,Personal Auto,Offer2,Web,Four-Door Car,Medsize,50691,2011,2011-01-02
6005,EP,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,SUV,Small,34249,2011,2011-01-21
6006,DQ,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Small,54144,2011,2011-01-12
6007,SE,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,SUV,Medsize,62920,2011,2011-01-30
6008,PL,Arizona,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Web,SUV,Medsize,54420,2011,2011-01-11
6009,QG,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,22665,2011,2011-02-14
6010,LJ,Nevada,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,59940,2011,2011-01-27
6011,AV,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Sports Car,Medsize,17528,2011,2011-02-03
6012,ZU,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,88796,2011,2011-01-21
6013,SD,Washington,No,Extended,High School or Below,Employed,F,Urban,Single,Personal Auto,Offer1,Branch,Luxury SUV,Medsize,96596,2011,2011-01-05
6014,LT,Oregon,No,Basic,Master,Medical Leave,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,98784,2011,2011-02-14
6015,OQ,Arizona,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,45659,2011,2011-01-01
6016,ZS,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,66375,2011,2011-01-03
6017,EJ,Arizona,No,Premium,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,67407,2011,2011-02-07
6018,JD,Arizona,No,Extended,Master,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,19036,2011,2011-02-18
6019,YO,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,SUV,Small,11701,2011,2011-02-07
6020,KO,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,73340,2011,2011-01-02
6021,BV,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,53716,2011,2011-02-12
6022,CV,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,95479,2011,2011-02-15
6023,OZ,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Call Center,Four-Door Car,Medsize,97304,2011,2011-02-23
6024,RE,Nevada,No,Extended,High School or Below,Employed,F,Urban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,63028,2011,2011-02-15
6025,LN,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Small,37854,2011,2011-02-22
6026,MU,Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,76701,2011,2011-01-20
6027,VI,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Four-Door Car,Small,66513,2011,2011-01-03
6028,EB,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,30823,2011,2011-02-16
6029,DQ,California,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,19343,2011,2011-02-22
6030,SB,California,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,61617,2011,2011-01-30
6031,DY,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,92795,2011,2011-01-01
6032,WZ,Nevada,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,92405,2011,2011-01-09
6033,WL,Arizona,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,21375,2011,2011-01-15
6034,KL,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Small,83882,2011,2011-02-15
6035,ET,Oregon,No,Basic,College,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Small,87938,2011,2011-01-17
6036,EQ,California,No,Basic,High School or Below,Unemployed,F,Rural,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,87425,2011,2011-01-16
6037,UM,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,17151,2011,2011-02-26
6038,MS,Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,11057,2011,2011-01-31
6039,UU,Arizona,No,Extended,Master,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small,99893,2011,2011-02-04
6040,FE,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,93665,2011,2011-01-30
6041,AN,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,53225,2011,2011-01-15
6042,RL,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,Offer1,Agent,Luxury Car,Medsize,12319,2011,2011-01-15
6043,AR,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Luxury SUV,Large,25213,2011,2011-01-31
6044,JL,Nevada,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,15127,2011,2011-01-28
6045,SD,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,42668,2011,2011-01-06
6046,ZG,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize,82127,2011,2011-01-07
6047,DW,California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Large,37404,2011,2011-02-10
